라벨,개인_억,기관_억,외인_억
2025-07-31,-62172.0,-1636.0,50861.0
2025-08-29,-2164.0,-1851.0,-16175.0
2025-09-30,-104858.0,22087.0,74465.0
2025-10-31,-69057.0,13745.0,53447.0
2025-11-28,92875.0,55003.0,-144562.0
2025-12-30,-89894.0,48358.0,41481.0
2026-01-30,-4024.0,-22887.0,1186.0
2026-02-27,40351.0,148593.0,-210731.0
2026-03-31,335690.0,-10618.0,-358806.0
2026-04-30,-155228.0,91922.0,11283.0
2026-05-29,350943.0,91971.0,-447147.0
2026-06-30,424005.0,51471.0,-486248.0
2026-07-16,103026.0,13413.0,-121627.0
