라벨,개인_억,기관_억,외인_억
2025-07-31,7442.0,-6015.0,-253.0
2025-08-29,2171.0,-1276.0,1287.0
2025-09-30,5873.0,1900.0,-3552.0
2025-10-31,1441.0,-1646.0,6015.0
2025-11-28,-4801.0,8311.0,2901.0
2025-12-30,13295.0,3375.0,-6023.0
2026-01-30,-92527.0,100882.0,5261.0
2026-02-27,-6238.0,7664.0,12090.0
2026-03-31,-7272.0,13228.0,1684.0
2026-04-30,32668.0,-20349.0,-3954.0
2026-05-29,1950.0,-24921.0,28371.0
2026-06-30,-28612.0,14934.0,15910.0
2026-07-13,-3729.0,1570.0,1736.0
