코드,회사명,외인지분율_25년말,외인지분율_전월,외인지분율_최근,변화폭_25년말比,변화폭_전월比,PBR_최근,시가총액_억,종가_최근,순매수억_외국인_26누계,순매수억_기관_26누계,순매수억_개인_26누계,순매수억_사모_26누계,강도_외국인_26누계,수급동행,플래그_주식수변동의심,플래그_기관동반,플래그_개인순매도,변화폭순위
017180,명문제약,2.83,2.48,2.65,-0.18,0.17,0.4,405.0,1194.0,-2.0,-3.1,-1.4,0.0,,,False,False,True,633
016450,한세예스24홀딩스,2.05,1.78,1.86,-0.19,0.08,0.37,1716.0,4290.0,-0.5,-2.1,0.7,0.0,,,False,False,False,639
000760,이화산업,0.55,0.38,0.36,-0.19,-0.02,0.27,357.0,12760.0,-0.9,0.0,-3.0,0.0,,,False,False,True,639
092220,KEC,4.24,3.32,4.05,-0.19,0.73,0.36,1164.0,2900.0,64.5,-6.0,-56.5,0.0,,,False,False,True,639
161000,애경케미칼,0.74,0.57,0.55,-0.19,-0.02,0.63,4505.0,9260.0,-21.6,0.5,195.9,-0.2,,,False,True,False,639
143210,핸즈코퍼레이션,1.46,1.32,1.27,-0.19,-0.05,0.28,336.0,1199.0,0.6,-5.5,4.8,-5.2,,,False,False,False,639
145270,케이탑리츠,12.0,11.78,11.8,-0.2,0.02,,355.0,738.0,-0.7,-2.5,-5.3,0.0,,,False,False,True,644
001080,만호제강,0.36,0.18,0.16,-0.2,-0.02,0.78,1789.0,4310.0,-5.1,-3.1,84.5,-2.5,,,False,False,False,644
286940,롯데이노베이트,1.46,1.1,1.25,-0.21,0.15,0.59,2511.0,16600.0,15.9,16.5,-28.9,5.3,,,False,True,True,646
004960,한신공영,3.79,4.06,3.58,-0.21,-0.48,0.15,1237.0,10690.0,-19.6,125.1,-103.6,128.8,,,False,True,True,646
036580,팜스코,1.0,0.8,0.79,-0.21,-0.01,0.47,1032.0,2810.0,1.5,-1.8,-30.1,0.0,,,False,False,True,646
012320,경동인베스트,3.72,3.32,3.48,-0.24,0.16,0.19,1024.0,43300.0,-12.4,-6.5,17.8,0.0,,,False,False,False,649
400760,NH올원리츠,1.74,1.45,1.5,-0.24,0.05,,1596.0,2905.0,-7.2,18.0,11.9,53.5,,,False,True,False,649
002920,유성기업,9.26,9.05,9.01,-0.25,-0.04,0.17,452.0,1742.0,-2.4,0.0,3.8,0.0,,,False,False,False,651
101140,인바이오젠,0.89,0.58,0.64,-0.25,0.06,0.35,550.0,5480.0,-5.4,-0.2,5.4,0.0,,,False,False,False,651
000540,흥국화재,1.98,1.68,1.73,-0.25,0.05,0.25,2078.0,3235.0,-7.6,2.0,-33.8,-0.5,,,False,True,True,651
004270,남성,1.72,1.93,1.46,-0.26,-0.47,0.23,278.0,7680.0,-0.4,0.4,-0.4,0.0,,,False,True,True,654
001070,대한방직,2.34,2.09,2.07,-0.27,-0.02,0.14,313.0,5900.0,-1.6,0.1,0.0,0.0,,,False,True,False,655
078935,GS우,18.6,18.1,18.33,-0.27,0.23,0.0,968.0,54400.0,-9.4,8.9,0.3,-0.3,,,False,True,False,655
009140,경인전자,9.11,8.92,8.83,-0.28,-0.09,0.37,357.0,22700.0,-1.3,-1.3,2.1,-0.9,,,False,False,False,657
005870,휴니드,28.38,28.25,28.1,-0.28,-0.15,0.36,627.0,4445.0,-7.0,-4.3,10.5,-0.1,,,False,False,False,657
210980,SK디앤디,1.39,1.14,1.1,-0.29,-0.04,0.36,2057.0,11050.0,-9.1,4.3,11.5,8.8,,,False,True,False,659
377740,바이오노트,0.76,0.42,0.47,-0.29,0.05,0.3,4666.0,4580.0,-15.7,-22.1,37.1,-6.0,,,False,False,False,659
014910,성문전자,1.61,0.6,1.32,-0.29,0.72,1.15,515.0,2355.0,-37.3,0.0,59.2,0.3,,,False,False,False,659
029780,삼성카드,5.7,5.45,5.41,-0.29,-0.04,0.58,55381.0,47800.0,-179.0,-451.7,601.6,-974.5,,,False,False,False,659
129260,인터지스,6.23,5.93,5.92,-0.31,-0.01,0.19,580.0,1949.0,-2.5,-1.0,9.6,0.0,,,False,False,False,663
499790,GS피앤엘,11.53,12.17,11.22,-0.31,-0.95,1.0,8607.0,43400.0,-55.3,76.3,-19.2,-57.6,,,False,True,True,663
006340,대원전선,4.88,3.79,4.57,-0.31,0.78,7.09,8484.0,10820.0,-392.8,147.4,179.4,-75.9,,,False,True,False,663
001630,종근당홀딩스,3.43,2.97,3.11,-0.32,0.14,0.3,1991.0,39750.0,-8.6,-31.2,32.2,-1.4,,,False,False,False,666
109070,주성코퍼레이션,2.36,0.55,2.04,-0.32,1.49,2.76,798.0,1511.0,-15.0,0.8,15.7,0.0,,,False,True,False,666
071950,코아스,1.54,1.26,1.2,-0.34,-0.06,0.76,277.0,2220.0,-0.4,4.5,15.2,4.5,,,False,True,False,668
170900,동아에스티,19.8,19.16,19.45,-0.35,0.29,0.53,3468.0,35650.0,-18.6,-66.6,81.3,-6.7,,,False,False,False,669
009200,무림페이퍼,2.11,1.58,1.76,-0.35,0.18,0.14,594.0,1427.0,-15.1,-1.1,17.1,0.0,,,False,False,False,669
053210,스카이라이프,7.02,6.65,6.66,-0.36,0.01,0.36,1975.0,4155.0,-8.1,-11.5,21.2,-0.3,,,False,False,False,671
300720,한일시멘트,4.44,4.14,4.08,-0.36,-0.06,0.56,10524.0,14310.0,-88.2,-206.4,316.0,-34.3,,,False,False,False,671
134790,시디즈,1.87,1.58,1.51,-0.36,-0.07,0.51,382.0,19110.0,-1.4,-0.8,-1.5,0.0,,,False,False,True,671
030610,교보증권,1.52,1.22,1.15,-0.37,-0.07,0.51,10940.0,9600.0,-75.9,204.1,-118.9,-2.2,,,False,True,True,674
000020,동화약품,2.86,2.23,2.49,-0.37,0.26,0.37,1405.0,5030.0,-13.8,-8.6,8.9,-0.2,,,False,False,False,674
011090,에넥스,2.28,1.7,1.91,-0.37,0.21,0.36,149.0,1255.0,0.4,0.1,-0.7,0.0,,,False,True,True,674
298690,에어부산,1.3,1.15,0.93,-0.37,-0.22,1.07,2421.0,1486.0,-1.0,-6.2,-110.9,-0.6,,,False,False,True,674
012160,영흥,1.62,1.67,1.23,-0.39,-0.44,0.19,291.0,1860.0,-3.8,-1.2,6.6,-1.0,,,False,False,False,678
071840,롯데하이마트,3.01,2.58,2.62,-0.39,0.04,0.15,1440.0,6100.0,-7.0,-4.7,7.5,-0.5,,,False,False,False,678
009290,광동제약,16.77,16.69,16.38,-0.39,-0.31,0.45,2988.0,6000.0,-83.3,-4.5,10.3,-1.6,,,False,False,False,678
008040,사조동아원,1.33,0.77,0.93,-0.4,0.16,0.9,1139.0,807.0,-7.6,-4.9,-3.9,0.0,,,False,False,True,681
000545,흥국화재우,11.6,11.33,11.2,-0.4,-0.13,0.0,42.0,5510.0,-0.3,,0.6,,,,False,False,False,681
365550,ESR켄달스퀘어리츠,39.94,39.7,39.53,-0.41,-0.17,,7936.0,3225.0,-34.4,178.8,-160.0,-16.1,,,False,True,True,683
451800,한화리츠,1.28,0.94,0.87,-0.41,-0.07,,8387.0,4670.0,-51.1,316.1,-209.6,89.3,,,False,True,True,683
095720,웅진씽크빅,2.71,2.41,2.3,-0.41,-0.11,0.26,687.0,1209.0,-5.9,-3.0,8.2,0.0,,,False,False,False,683
001685,대상우,3.84,3.29,3.43,-0.41,0.14,0.0,193.0,14060.0,-2.6,0.0,-9.0,,,,False,False,True,683
004690,삼천리,12.4,11.85,11.98,-0.42,0.13,0.23,4066.0,112100.0,-87.2,31.3,-4.7,19.7,,,False,True,True,687
072710,농심홀딩스,3.97,3.26,3.55,-0.42,0.29,0.31,4137.0,89200.0,5.0,72.2,-83.4,6.0,,,False,True,True,687
008870,금비,0.8,0.4,0.38,-0.42,-0.02,0.39,379.0,37900.0,-2.3,-1.9,3.9,0.0,,,False,False,False,687
329180,HD현대중공업,14.32,14.0,13.9,-0.42,-0.1,5.48,511686.0,487500.0,-1720.4,2783.7,-1104.0,750.9,,,False,True,True,687
001720,신영증권,6.47,6.03,6.05,-0.42,0.02,0.66,24907.0,151500.0,-164.3,321.2,-127.5,-65.1,,,False,True,True,687
007570,일양약품,6.52,5.71,6.09,-0.43,0.38,0.65,1611.0,8440.0,-26.0,-11.2,39.0,-0.2,,,False,False,False,692
002710,TCC스틸,5.37,4.73,4.94,-0.43,0.21,0.97,2383.0,9090.0,-22.1,-12.9,37.7,0.4,,,False,False,False,692
030210,다올투자증권,5.17,4.75,4.74,-0.43,-0.01,0.37,2059.0,3380.0,-20.2,-25.9,54.7,-12.4,,,False,False,False,692
138040,메리츠금융지주,14.51,14.08,14.08,-0.43,0.0,1.91,195796.0,117000.0,-2764.8,7129.9,-4271.6,-464.3,,,False,True,True,692
092440,기신정기,63.53,62.97,63.1,-0.43,0.13,0.22,560.0,1919.0,-1.2,-1.3,2.9,0.0,,,False,False,False,692
074610,이엔플러스,2.72,2.29,2.29,-0.43,0.0,2.64,448.0,5110.0,,,,,,,False,False,False,692
007310,오뚜기,11.37,10.9,10.93,-0.44,0.03,0.52,12524.0,312500.0,-54.5,25.7,19.7,-7.6,,,False,True,False,698
014285,금강공업우,0.86,0.4,0.41,-0.45,0.01,0.0,32.0,5370.0,-0.2,,0.2,,,,False,False,False,699
003520,영진약품,3.36,3.01,2.9,-0.46,-0.11,2.3,2101.0,1149.0,-35.6,-5.5,40.4,-0.3,,,False,False,False,700
005725,넥센우,10.85,10.39,10.39,-0.46,0.0,0.0,151.0,4200.0,-0.5,-2.3,-0.3,,,,False,False,True,700
005945,NH투자증권우,8.94,8.38,8.48,-0.46,0.1,0.0,4642.0,24600.0,-50.1,51.4,-43.3,-3.3,,,False,True,True,700
028100,동아지질,5.78,5.37,5.32,-0.46,-0.05,0.81,2026.0,15130.0,-0.6,176.8,-176.2,-0.1,,,False,True,True,700
004490,세방전지,24.53,24.06,24.06,-0.47,0.0,0.44,7471.0,53900.0,-11.0,-242.9,199.0,3.1,,,False,False,False,704
000140,하이트진로홀딩스,7.69,7.22,7.22,-0.47,0.0,0.33,1915.0,8250.0,-13.6,-1.7,-20.3,-0.1,,,False,False,True,704
014710,사조씨푸드,4.98,4.42,4.5,-0.48,0.08,0.74,1536.0,8920.0,-1.2,-1.3,3.1,0.0,,,False,False,False,706
025820,이구산업,4.33,4.83,3.85,-0.48,-0.98,0.87,1271.0,3800.0,23.3,-4.1,-30.9,4.1,,,False,False,True,706
002025,코오롱우,19.6,19.14,19.1,-0.5,-0.04,0.0,232.0,20000.0,-1.5,0.0,1.4,0.0,,,False,False,False,708
000680,LS네트웍스,1.42,1.27,0.92,-0.5,-0.35,0.25,2222.0,2820.0,-9.6,-1.0,8.5,-0.4,,,False,False,False,708
002220,한일철강,1.64,1.7,1.14,-0.5,-0.56,0.65,1187.0,4445.0,-6.4,-1.2,8.6,0.0,,,False,False,False,708
481850,신한글로벌액티브리츠,0.69,0.17,0.18,-0.51,0.01,,435.0,1000.0,-2.1,-6.6,7.0,-4.2,,,False,False,False,711
008775,호텔신라우,3.26,2.63,2.74,-0.52,0.11,0.0,223.0,29700.0,-2.7,0.6,2.5,,,,False,True,False,712
051630,진양화학,2.15,1.83,1.63,-0.52,-0.2,0.93,369.0,1740.0,-5.3,-0.1,3.9,0.0,,,False,False,False,712
018250,애경산업,2.06,1.37,1.54,-0.52,0.17,0.72,2992.0,11330.0,-36.7,-5.1,42.8,0.0,,,False,False,False,712
001570,금양,5.61,5.08,5.08,-0.53,0.0,1.38,6333.0,9900.0,,,,,,,False,False,False,715
005610,삼립,2.54,1.83,2.01,-0.53,0.18,0.64,3266.0,37850.0,-22.0,-38.5,59.0,-21.1,,,False,False,False,715
004140,동방,5.28,4.6,4.75,-0.53,0.15,0.5,877.0,1828.0,-27.3,-3.5,29.2,0.0,,,False,False,False,715
138930,BNK금융지주,39.94,39.5,39.4,-0.54,-0.1,0.52,56355.0,18160.0,-988.2,1686.7,-552.1,367.2,,,False,True,True,718
007160,사조산업,1.41,1.23,0.87,-0.54,-0.36,0.45,2395.0,47900.0,-7.3,-15.8,19.9,-1.4,,,False,False,False,718
118000,메타케어,1.17,1.22,0.62,-0.55,-0.6,0.17,262.0,1190.0,2.8,-1.0,10.5,-1.0,,,False,False,False,720
001210,금호전기,14.14,14.4,13.59,-0.55,-0.81,2.54,628.0,1015.0,-16.9,3.3,23.0,0.0,,,False,True,False,720
175330,JB금융지주,34.5,34.12,33.94,-0.56,-0.18,0.88,52711.0,28000.0,-427.8,88.4,148.2,-200.8,,,False,True,False,722
004985,성신양회우,2.47,1.74,1.91,-0.56,0.17,0.0,68.0,9190.0,-0.5,-0.5,0.5,,,,False,False,False,722
031820,아이티센씨티에스,2.44,1.83,1.87,-0.57,0.04,0.26,593.0,4895.0,0.6,-0.2,-16.8,0.0,,,False,False,True,724
272450,진에어,1.75,1.06,1.18,-0.57,0.12,1.19,2709.0,5190.0,-20.6,2.7,17.3,-5.0,,,False,True,False,724
019170,신풍제약,6.77,6.05,6.19,-0.58,0.14,1.5,4136.0,7890.0,-61.4,-7.9,61.7,-0.8,,,False,False,False,726
000227,유유제약2우B,0.94,0.32,0.35,-0.59,0.03,0.0,28.0,8570.0,0.0,,-1.1,,,,False,False,True,727
006120,SK디스커버리,14.57,14.04,13.98,-0.59,-0.06,0.31,8437.0,48450.0,-123.1,293.2,74.1,-0.2,,,False,True,False,727
008490,서흥,7.0,6.13,6.4,-0.6,0.27,0.46,2325.0,20100.0,-10.8,7.5,-3.9,7.6,,,False,True,True,729
012200,계양전기,1.83,0.97,1.23,-0.6,0.26,6.04,1207.0,4435.0,-61.0,3.9,113.5,-0.2,,,False,True,False,729
330590,롯데리츠,7.99,7.39,7.39,-0.6,0.0,,10071.0,3485.0,-79.8,534.2,-421.5,33.9,,,False,True,True,729
298050,HS효성첨단소재,9.54,9.28,8.94,-0.6,-0.34,0.8,6496.0,145000.0,-11.4,17.7,-76.5,-9.2,,,False,True,True,729
194370,제이에스코퍼레이션,3.41,3.09,2.79,-0.62,-0.3,0.65,3430.0,11820.0,15.4,134.2,-138.8,53.3,,,False,True,True,733
000400,롯데손해보험,1.31,0.63,0.69,-0.62,0.06,1.15,7060.0,2275.0,-43.7,1.2,46.3,-0.3,,,False,True,False,733
003300,한일홀딩스,4.2,3.56,3.57,-0.63,0.01,0.3,5056.0,16400.0,-47.0,21.0,39.8,-36.6,,,False,True,False,735
001380,SG글로벌,6.04,5.19,5.41,-0.63,0.22,0.2,305.0,1356.0,-7.1,-1.3,5.9,0.1,,,False,False,False,735
352820,하이브,18.83,19.27,18.19,-0.64,-1.08,2.78,91808.0,213000.0,1130.8,-7064.8,6590.2,-2237.5,,,False,False,False,737
023960,에쓰씨엔지니어링,1.78,1.15,1.14,-0.64,-0.01,0.8,378.0,994.0,-3.6,-0.3,12.1,0.0,,,False,False,False,737
272550,삼양패키징,2.84,2.25,2.19,-0.65,-0.06,0.34,1294.0,8590.0,-40.5,-95.2,148.4,-49.4,,,False,False,False,739
005030,부산주공,4.34,3.68,3.68,-0.66,0.0,1.98,451.0,486.0,,,,,,,False,False,False,740
403550,쏘카,1.04,0.36,0.37,-0.67,0.01,2.02,3851.0,10150.0,-46.8,-7.1,71.6,3.9,,,False,False,False,741
004835,덕성우,2.09,1.4,1.42,-0.67,0.02,0.0,63.0,4510.0,-0.7,0.0,0.6,,,,False,False,False,741
003090,대웅,5.82,5.03,5.15,-0.67,0.12,0.61,10105.0,17380.0,-89.7,166.0,-71.1,-2.8,,,False,True,True,741
079160,CJ CGV,5.38,4.59,4.69,-0.69,0.1,1.28,7277.0,4395.0,-74.5,-28.9,101.9,-4.4,,,False,False,False,744
016740,두올,3.93,3.09,3.24,-0.69,0.15,0.37,1027.0,3580.0,-8.0,68.2,-35.1,66.0,,,False,True,True,744
102260,동성케미컬,4.64,3.7,3.94,-0.7,0.24,0.38,1756.0,3465.0,-15.6,-29.9,32.3,-3.7,,,False,False,False,746
004870,티웨이홀딩스,2.19,1.22,1.48,-0.71,0.26,0.3,280.0,247.0,-7.0,-0.9,3.4,0.0,,,False,False,False,747
079430,현대리바트,4.14,3.32,3.43,-0.71,0.11,0.27,1126.0,5600.0,-23.3,-4.5,25.8,0.0,,,False,False,False,747
001275,부국증권우,10.82,10.1,10.1,-0.72,0.0,0.0,909.0,30300.0,-7.9,-0.5,6.0,,,,False,False,False,749
37550L,DL이앤씨2우(전환),4.5,3.72,3.77,-0.73,0.05,0.0,826.0,39100.0,-6.8,84.3,-80.5,13.2,,,False,True,True,750
018670,SK가스,7.12,6.34,6.38,-0.74,0.04,0.67,20320.0,219500.0,-214.7,373.6,-107.2,102.2,,,False,True,True,751
005420,코스모화학,4.78,4.51,4.02,-0.76,-0.49,1.71,3760.0,9790.0,-6.8,-66.1,68.4,2.0,,,False,False,False,752
078520,에이블씨엔씨,11.8,11.53,11.04,-0.76,-0.49,2.86,2568.0,9870.0,25.6,89.2,-125.8,-128.9,,,False,True,True,752
022100,포스코DX,4.08,3.32,3.32,-0.76,0.0,4.99,28491.0,18740.0,-390.5,-575.8,961.2,-22.3,,,False,False,False,752
326030,SK바이오팜,13.05,12.44,12.28,-0.77,-0.16,7.64,62102.0,79300.0,-414.4,196.7,2206.4,-206.9,,,False,True,False,755
003240,태광산업,4.41,3.63,3.63,-0.78,0.0,0.18,9508.0,854000.0,-114.9,52.0,81.4,-30.2,,,False,True,False,756
084870,TBH글로벌,2.43,1.62,1.64,-0.79,0.02,0.66,400.0,1955.0,-2.1,15.1,-16.9,-0.1,,,False,True,True,757
018260,삼성에스디에스,19.05,18.02,18.25,-0.8,0.23,1.48,147173.0,190200.0,-2773.4,-2724.3,5137.3,-196.3,,,False,False,False,758
000180,성창기업지주,1.31,0.41,0.51,-0.8,0.1,0.1,694.0,4975.0,1.2,-2.1,2.9,0.0,,,False,False,False,758
090350,노루페인트,5.82,5.06,5.02,-0.8,-0.04,0.37,1484.0,7420.0,-32.4,-51.8,85.6,0.5,,,False,False,False,758
012750,에스원,56.34,55.7,55.53,-0.81,-0.17,1.38,27245.0,71700.0,-273.9,325.1,-50.1,-15.1,,,False,True,True,761
083420,그린케미칼,2.6,1.63,1.78,-0.82,0.15,0.81,1042.0,4340.0,-14.5,-5.5,19.6,0.0,,,False,False,False,762
029530,신도리코,13.07,12.27,12.24,-0.83,-0.03,0.33,4042.0,41600.0,-61.5,69.5,-9.5,34.8,,,False,True,True,763
361610,SK아이이테크놀로지,4.46,3.91,3.63,-0.83,-0.28,0.45,11826.0,14460.0,-107.7,-391.7,500.0,-22.6,,,False,False,False,763
072130,유엔젤,5.45,4.73,4.62,-0.83,-0.11,1.02,664.0,5230.0,-1.4,-1.1,-22.4,-0.1,,,False,False,True,763
271980,제일약품,2.69,1.84,1.84,-0.85,0.0,0.68,1457.0,9910.0,-16.4,-5.1,22.3,0.4,,,False,False,False,766
001360,삼성제약,3.45,2.67,2.59,-0.86,-0.08,0.97,1170.0,1243.0,-9.1,-2.6,11.7,0.3,,,False,False,False,767
090080,평화산업,4.81,3.81,3.95,-0.86,0.14,0.75,464.0,845.0,-4.0,0.0,4.1,0.0,,,False,False,False,767
014160,대영포장,4.64,3.32,3.77,-0.87,0.45,0.36,727.0,671.0,-29.8,-3.7,32.9,0.1,,,False,False,False,769
28513K,SK케미칼우,9.64,8.57,8.75,-0.89,0.18,0.0,436.0,20600.0,-5.6,-1.3,16.2,-1.0,,,False,False,False,770
003495,대한항공우,2.29,1.46,1.4,-0.89,-0.06,0.0,239.0,21550.0,-2.4,-0.1,3.7,,,,False,False,False,770
014990,인디에프,2.14,1.21,1.24,-0.9,0.03,0.73,279.0,1854.0,-1.8,-0.4,2.0,0.0,,,False,False,False,772
002960,한국쉘석유,59.2,57.75,58.3,-0.9,0.55,4.62,6487.0,499000.0,-119.9,305.2,-189.9,5.9,,,False,True,True,772
025750,한솔홈데코,4.16,3.65,3.26,-0.9,-0.39,0.29,292.0,1810.0,-2.7,-1.3,4.3,0.0,,,False,False,False,772
285130,SK케미칼,12.01,11.57,11.1,-0.91,-0.47,0.34,6894.0,39850.0,-91.9,-420.4,488.2,-62.6,,,False,False,False,775
003547,대신증권2우B,7.43,5.99,6.51,-0.92,0.52,0.0,1864.0,19400.0,-30.4,0.4,-66.6,,,,False,True,True,776
016590,신대양제지,2.55,1.63,1.62,-0.93,-0.01,0.49,3985.0,9890.0,-51.6,-8.5,59.6,-0.6,,,False,False,False,777
079980,휴비스,2.36,1.38,1.42,-0.94,0.04,0.26,684.0,1984.0,-14.6,-0.4,13.7,0.1,,,False,False,False,778
003850,보령,7.03,6.12,6.08,-0.95,-0.04,0.82,7026.0,8190.0,-31.8,-25.1,-11.0,-0.8,,,False,False,True,779
008930,한미사이언스,2.43,1.93,1.46,-0.97,-0.47,2.33,22638.0,33100.0,-210.1,117.6,-38.9,102.9,,,False,True,True,780
084695,대상홀딩스우,2.76,1.78,1.78,-0.98,0.0,0.0,103.0,11240.0,-1.5,0.0,1.7,,,,False,False,False,781
010100,한국무브넥스,3.32,2.35,2.33,-0.99,-0.02,0.26,1038.0,3410.0,-44.3,-46.7,90.6,-0.4,,,False,False,False,782
012205,계양전기우,1.55,0.56,0.55,-1.0,-0.01,0.0,83.0,7070.0,-8.9,-0.2,8.8,,,,True,False,False,783
005440,현대지에프홀딩스,5.19,4.3,4.17,-1.02,-0.13,0.53,21328.0,13680.0,-170.3,-0.4,-334.5,64.4,,,False,False,True,784
030190,NICE평가정보,33.97,32.94,32.94,-1.03,0.0,1.72,8041.0,13650.0,-112.6,136.5,-24.8,-1.4,,,False,True,True,785
111770,영원무역,30.27,29.38,29.22,-1.05,-0.16,0.88,37488.0,84600.0,-407.0,468.6,-55.1,54.9,,,False,True,True,786
000240,한국앤컴퍼니,10.24,9.19,9.18,-1.06,-0.01,0.49,23402.0,24650.0,-287.8,425.5,-127.8,-17.4,,,False,True,True,787
180640,한진칼,20.22,19.66,19.16,-1.06,-0.5,2.65,87859.0,131600.0,-555.5,-140.4,-16.0,-70.1,,,False,False,True,787
037710,광주신세계,5.24,3.81,4.17,-1.07,0.36,0.39,3345.0,43850.0,-52.7,-24.4,91.6,0.4,,,False,False,False,789
004830,덕성,3.84,2.81,2.77,-1.07,-0.04,0.54,536.0,3420.0,-8.9,-2.4,11.3,0.0,,,True,False,False,789
034310,NICE,10.75,9.83,9.66,-1.09,-0.17,0.54,4301.0,11700.0,-60.8,65.3,-6.0,31.6,,,False,True,True,791
004770,써니전자,5.72,3.99,4.61,-1.11,0.62,0.68,577.0,1624.0,-4.8,4.3,-48.3,0.0,,,True,True,True,792
213500,한솔제지,5.42,4.22,4.3,-1.12,0.08,0.23,1637.0,6880.0,-28.9,-12.8,40.8,-2.9,,,True,False,False,793
417310,코람코더원리츠,2.05,0.96,0.93,-1.12,-0.03,,4068.0,10070.0,-36.9,213.0,-199.2,69.8,,,True,True,True,793
005935,삼성전자우,77.56,76.44,76.44,-1.12,0.0,0.0,1419395.0,176900.0,-29942.9,10906.1,16834.8,2833.8,,,False,True,False,793
016360,삼성증권,27.27,26.16,26.14,-1.13,-0.02,1.2,97158.0,108800.0,-2324.7,220.7,1790.8,26.5,,,False,True,False,796
011300,우성머티리얼스,1.14,0.0,0.0,-1.14,0.0,1.19,402.0,2390.0,2.0,-0.3,-7.4,0.0,,,True,False,True,797
004720,팜젠사이언스,2.69,1.57,1.54,-1.15,-0.03,0.44,672.0,2965.0,-8.9,-3.3,4.2,0.0,,,True,False,False,798
104700,한국철강,6.73,5.47,5.57,-1.16,0.1,0.39,3353.0,9200.0,-55.4,72.9,-16.2,3.3,,,False,True,True,799
092200,디아이씨,3.76,2.21,2.6,-1.16,0.39,1.13,1604.0,4125.0,-100.4,11.5,-5.6,-0.7,,,False,True,True,799
084010,대한제강,4.94,3.75,3.77,-1.17,0.02,0.24,2571.0,7480.0,-54.5,26.1,63.4,2.2,,,False,True,False,801
006490,프리티,2.31,1.12,1.12,-1.19,0.0,2.56,458.0,310.0,-12.2,-1.4,12.3,0.0,,,True,False,False,802
044820,코스맥스비티아이,6.62,5.2,5.4,-1.22,0.2,0.73,2012.0,20950.0,-10.7,-30.1,11.9,-17.0,,,True,False,False,803
017390,서울가스,3.74,2.28,2.51,-1.23,0.23,0.19,2742.0,55400.0,-44.9,24.4,19.1,29.4,,,True,True,False,804
003530,한화투자증권,8.72,7.15,7.48,-1.24,0.33,0.48,9730.0,4535.0,-398.9,135.2,285.1,-43.9,,,False,True,False,805
005360,모나미,3.28,2.7,2.04,-1.24,-0.66,0.48,386.0,2040.0,-11.7,-0.2,-0.3,0.0,,,True,False,True,805
36328K,티와이홀딩스우,4.7,3.45,3.45,-1.25,0.0,0.0,29.0,2495.0,-0.1,,-0.5,,,,True,False,True,807
001340,PKC,2.42,1.31,1.17,-1.25,-0.14,1.05,2386.0,5300.0,-56.7,-18.6,102.1,-7.9,,,False,False,False,807
006805,미래에셋증권우,11.45,10.88,10.2,-1.25,-0.68,0.0,1979.0,14060.0,-23.2,84.2,-60.4,11.4,,,True,True,True,807
000860,강남제비스코,6.74,5.43,5.47,-1.27,0.04,0.29,1820.0,14000.0,-25.7,-6.6,36.9,-0.2,,,True,False,False,810
077970,STX엔진,6.82,5.92,5.53,-1.29,-0.39,2.98,10238.0,25500.0,-95.8,-479.7,535.8,-59.9,,,False,False,False,811
005320,온타이드,2.56,1.19,1.26,-1.3,0.07,0.29,276.0,808.0,-6.1,-0.2,-30.0,0.0,,,True,False,True,812
008600,윌비스,3.43,2.13,2.13,-1.3,0.0,0.34,176.0,2620.0,-1.9,0.0,4.0,0.0,,,True,False,False,812
013890,지누스,9.54,8.38,8.23,-1.31,-0.15,0.29,1910.0,8710.0,-40.2,-48.6,38.5,-2.1,,,True,False,False,814
002870,신풍,3.64,2.67,2.31,-1.33,-0.36,0.39,360.0,1029.0,-1.2,0.5,-1.6,0.0,,,True,True,True,815
192400,쿠쿠홀딩스,11.98,10.64,10.65,-1.33,0.01,0.6,9086.0,25550.0,-122.9,12.8,103.9,4.7,,,False,True,False,815
006040,동원산업,5.32,4.07,3.97,-1.35,-0.1,0.43,15229.0,34500.0,-257.6,166.7,184.8,-20.4,,,False,True,False,817
002030,아세아,7.03,5.92,5.68,-1.35,-0.24,0.25,3659.0,177700.0,-75.3,-68.0,7.1,-44.7,,,False,False,False,817
0120G0,삼양바이오팜,5.81,4.46,4.46,-1.35,0.0,1.37,3227.0,43400.0,-20.0,58.0,-99.0,14.2,,,True,True,True,817
298000,효성화학,2.38,2.55,1.02,-1.36,-1.53,0.69,2567.0,67700.0,-51.6,20.4,27.9,14.1,,,False,True,False,820
443060,HD현대마린솔루션,31.03,29.16,29.66,-1.37,0.5,10.52,86798.0,193600.0,-1889.2,1953.7,-614.0,56.4,,,False,True,True,821
002200,한국수출포장,3.19,1.85,1.81,-1.38,-0.04,0.29,769.0,2295.0,-26.5,41.3,-46.8,-0.1,,,True,True,True,822
006800,미래에셋증권,10.94,9.54,9.55,-1.39,0.01,1.76,223827.0,40000.0,-6221.9,-4328.5,10648.2,-971.9,,,False,False,False,823
084670,동양고속,2.41,0.65,1.01,-1.4,0.36,1.25,756.0,26100.0,-81.0,-0.8,80.5,0.0,,,False,False,False,824
003060,에이프로젠바이오로직스,1.41,0.0,0.0,-1.41,0.0,0.13,285.0,1980.0,-5.5,1.6,-2.5,0.0,,,True,True,True,825
000270,기아,40.3,38.75,38.88,-1.42,0.13,0.91,560243.0,143500.0,-10829.8,4829.1,5870.6,-812.8,,,False,True,False,826
003920,남양유업,7.56,6.27,6.11,-1.45,-0.16,0.36,2565.0,42750.0,-36.5,123.9,-89.6,-5.1,,,True,True,True,827
