날짜,코드,종가,외인지분율,외인_억,기관_억,개인_억
2025-07-14,050090,,1.52,-0.7,,0.7
2025-07-15,050090,,1.19,0.6,,-0.5
2025-07-16,050090,,1.51,0.0,,-0.1
2025-07-17,050090,,1.54,-0.6,,0.5
2025-07-18,050090,,1.32,0.2,,-0.3
2025-07-21,050090,,1.42,0.0,,-0.0
2025-07-22,050090,,1.45,-0.1,,0.1
2025-07-23,050090,,1.4,0.5,0.0,-0.5
2025-07-24,050090,,1.66,0.2,,-0.2
2025-07-25,050090,,1.74,-0.3,,0.3
2025-07-28,050090,,1.58,0.0,,-0.0
2025-07-29,050090,,1.6,-1.2,-0.0,1.4
2025-07-30,050090,,1.08,-0.4,,0.2
2025-07-31,050090,,0.99,0.2,,-0.2
2025-08-01,050090,,1.07,0.2,0.0,-0.2
2025-08-04,050090,,1.17,0.3,,-0.3
2025-08-05,050090,,1.3,0.1,,-0.1
2025-08-06,050090,,1.36,-0.1,,0.1
2025-08-07,050090,,1.33,0.2,,-0.2
2025-08-08,050090,,1.44,-0.1,,0.1
2025-08-11,050090,,1.38,0.3,-0.0,-0.3
2025-08-12,050090,,1.55,-0.1,,0.1
2025-08-13,050090,,1.49,0.2,,-0.2
2025-08-14,050090,,1.61,0.0,,-0.0
2025-08-18,050090,,1.62,-0.1,,0.1
2025-08-19,050090,,1.59,0.0,,0.1
2025-08-20,050090,,1.6,0.0,-0.0,-0.0
2025-08-21,050090,,1.62,0.2,-0.0,-0.2
2025-08-22,050090,,1.74,-1.0,,1.0
2025-08-25,050090,,1.28,0.3,,-0.4
2025-08-26,050090,,1.45,0.3,,-0.3
2025-08-27,050090,,1.6,0.2,,-0.2
2025-08-28,050090,,1.7,0.2,,-0.2
2025-08-29,050090,998.0,1.79,-0.1,,0.1
2025-09-01,050090,,1.75,-0.2,,0.2
2025-09-02,050090,,1.67,0.3,,-0.3
2025-09-03,050090,,1.84,-0.0,,0.0
2025-09-04,050090,,1.81,-0.0,,0.0
2025-09-05,050090,,1.8,-0.0,,0.0
2025-09-08,050090,,1.79,-0.3,,0.3
2025-09-09,050090,,1.65,0.1,,-0.1
2025-09-10,050090,,1.69,0.3,,-0.3
2025-09-11,050090,,1.86,-0.1,,0.1
2025-09-12,050090,,1.83,-0.1,,0.1
2025-09-15,050090,,1.8,-0.1,,0.1
2025-09-16,050090,,1.74,-0.0,,0.0
2025-09-17,050090,,1.73,0.1,,-0.1
2025-09-18,050090,,1.8,-0.0,,0.0
2025-09-19,050090,,1.79,-0.0,,0.0
2025-09-22,050090,,1.79,-0.0,,0.0
2025-09-23,050090,,1.79,0.0,,-0.0
2025-09-24,050090,,1.8,-0.0,,0.0
2025-09-25,050090,,1.8,0.0,,-0.0
2025-09-26,050090,,1.81,-0.0,,0.0
2025-09-29,050090,,1.8,0.0,,-0.0
2025-09-30,050090,902.0,1.81,-0.0,,0.0
2025-10-01,050090,,1.8,0.0,,-0.0
2025-10-02,050090,,1.81,-0.0,,0.0
2025-10-10,050090,,1.8,-0.1,,0.1
2025-10-13,050090,,1.77,0.4,,-0.4
2025-10-14,050090,,1.98,-0.2,,0.2
2025-10-15,050090,,1.88,0.1,,-0.0
2025-10-16,050090,,1.94,0.0,,-0.0
2025-10-17,050090,,1.95,-1.7,,1.6
2025-10-20,050090,,1.14,0.4,,-0.4
2025-10-21,050090,,1.35,0.4,,-0.4
2025-10-22,050090,,1.6,0.1,,-0.1
2025-10-23,050090,,1.65,0.0,,-0.0
2025-10-24,050090,,1.66,1.1,,-1.2
2025-10-27,050090,,2.26,0.3,,-0.3
2025-10-28,050090,,2.42,-0.3,,0.3
2025-10-29,050090,,2.26,-0.1,,0.1
2025-10-30,050090,,2.19,-0.7,,0.7
2025-10-31,050090,1020.0,1.88,-0.3,,-0.6
2025-11-03,050090,,1.76,0.0,,-0.2
2025-11-04,050090,,1.77,0.3,,-0.6
2025-11-05,050090,,1.94,-0.1,,-0.2
2025-11-06,050090,,1.89,0.0,,-0.6
2025-11-07,050090,,1.91,-0.0,,0.0
2025-11-10,050090,,1.89,0.5,-0.3,-0.2
2025-11-11,050090,,2.17,-0.4,,-0.2
2025-11-12,050090,,1.96,0.1,,-0.0
2025-11-13,050090,,1.98,-0.0,,-0.1
2025-11-14,050090,,1.98,0.0,,-0.3
2025-11-17,050090,,2.01,0.0,,-0.0
2025-11-18,050090,,2.01,-0.1,,0.1
2025-11-19,050090,,2.01,0.0,,-0.0
2025-11-20,050090,,2.03,0.0,,-0.1
2025-11-21,050090,,2.06,-0.3,,-0.4
2025-11-24,050090,,1.88,0.2,,-0.6
2025-11-25,050090,,1.97,-0.0,,0.0
2025-11-26,050090,,1.97,0.0,,-0.0
2025-11-27,050090,,1.99,-0.0,,0.1
2025-11-28,050090,914.0,1.97,0.0,,-0.1
2025-12-01,050090,,1.99,-0.0,,0.0
2025-12-02,050090,,2.03,0.0,,-0.0
2025-12-03,050090,,2.03,-0.0,,0.0
2025-12-04,050090,,2.02,-0.0,,0.1
2025-12-05,050090,,2.01,-0.1,,0.1
2025-12-08,050090,,1.97,-0.0,,0.1
2025-12-09,050090,,1.95,-0.0,,0.0
2025-12-10,050090,,1.93,-0.0,,0.0
2025-12-11,050090,,1.9,-0.0,,0.0
2025-12-12,050090,,1.89,-0.1,,0.2
2025-12-15,050090,,1.83,0.0,,-0.0
2025-12-16,050090,,1.85,-0.1,,0.1
2025-12-17,050090,,1.8,0.0,,-0.0
2025-12-18,050090,,1.8,0.1,,-0.1
2025-12-19,050090,,1.85,-0.0,,0.0
2025-12-22,050090,,1.84,-0.0,,0.0
2025-12-23,050090,,1.84,-0.0,,0.0
2025-12-24,050090,,1.84,0.1,,-0.1
2025-12-26,050090,,1.87,-0.0,,0.0
2025-12-29,050090,,1.87,0.0,,-0.1
2025-12-30,050090,876.0,1.89,0.0,,-0.0
2026-01-02,050090,,1.9,-0.0,,0.0
2026-01-05,050090,,1.89,-0.0,,0.0
2026-01-06,050090,,1.89,-0.1,,0.1
2026-01-07,050090,,1.84,0.0,,-0.0
2026-01-08,050090,,1.85,-0.0,,0.0
2026-01-09,050090,,1.85,-0.0,,0.0
2026-01-12,050090,,1.84,-0.1,,-0.5
2026-01-13,050090,,1.81,1.0,,-0.6
2026-01-14,050090,,2.38,0.9,0.0,-0.9
2026-01-15,050090,,2.9,-0.2,,0.2
2026-01-16,050090,,2.78,0.5,,-0.5
2026-01-19,050090,,3.05,0.1,,-0.1
2026-01-20,050090,,3.11,0.3,-0.0,-0.1
2026-01-21,050090,,3.32,-0.1,,0.1
2026-01-22,050090,,3.41,-0.1,,0.2
2026-01-23,050090,,3.32,0.0,,-0.0
2026-01-26,050090,,3.35,-0.0,,0.0
2026-01-27,050090,,3.33,-0.1,,0.1
2026-01-28,050090,,3.28,-0.1,,0.1
2026-01-29,050090,,3.21,0.0,,-0.0
2026-01-30,050090,808.0,3.21,0.1,,-0.1
2026-02-02,050090,,3.28,-0.1,,0.1
2026-02-03,050090,,3.2,0.3,,-0.3
2026-02-04,050090,,3.38,0.1,,-0.1
2026-02-05,050090,,3.41,-0.0,,0.0
2026-02-06,050090,,3.41,-0.1,,0.1
2026-02-09,050090,,3.37,-0.1,,0.1
2026-02-10,050090,,3.33,-0.2,,0.2
2026-02-11,050090,,3.23,-0.0,,0.0
2026-02-12,050090,,3.21,0.0,,-0.0
2026-02-13,050090,,3.23,0.7,,-0.8
2026-02-19,050090,,3.85,0.2,0.0,-0.2
2026-02-20,050090,,4.02,-0.3,,0.3
2026-02-23,050090,,3.79,-0.9,-0.0,0.8
2026-02-24,050090,,3.18,0.2,,-0.2
2026-02-25,050090,,3.38,0.2,,-0.2
2026-02-26,050090,,3.53,-0.0,,-0.0
2026-02-27,050090,732.0,3.57,-0.5,,0.5
2026-03-03,050090,,3.27,-0.1,,0.1
2026-03-04,050090,,3.19,0.0,,-0.0
2026-03-05,050090,,3.23,0.2,,-0.2
2026-03-06,050090,,3.35,0.1,,-0.1
2026-03-09,050090,,3.45,0.1,,-0.1
2026-03-10,050090,,3.52,0.0,,-0.0
2026-03-11,050090,,3.54,-0.1,,0.1
2026-03-12,050090,,3.49,0.1,0.0,-0.1
2026-03-13,050090,,3.54,0.0,,-0.0
2026-03-16,050090,,3.54,0.0,,-0.0
2026-03-17,050090,,3.55,-0.1,,0.1
2026-03-18,050090,,3.43,0.1,,-0.1
2026-03-19,050090,,3.49,-0.0,,0.0
2026-03-20,050090,,3.48,-0.2,,0.2
2026-03-23,050090,,3.34,-0.2,-0.0,0.2
2026-03-24,050090,,3.22,-0.1,,0.1
2026-03-25,050090,,2.96,-0.2,,0.2
2026-03-26,050090,,2.84,-0.2,,0.2
2026-03-27,050090,,2.72,0.0,,-0.0
2026-03-30,050090,,2.75,-0.1,,0.1
2026-03-31,050090,852.0,2.7,0.5,,-1.2
2026-04-01,050090,,3.03,-0.7,,0.7
2026-04-02,050090,,2.56,-0.2,,0.2
2026-04-03,050090,,2.4,-0.1,,0.1
2026-04-06,050090,,2.35,0.1,,-0.1
2026-04-07,050090,,2.43,-0.0,,0.0
2026-04-08,050090,,2.43,0.1,,-0.1
2026-04-09,050090,,2.5,0.1,,-0.1
2026-04-10,050090,,2.56,0.2,,-0.2
2026-04-13,050090,,2.67,-0.3,,0.3
2026-04-14,050090,,2.48,0.0,,-0.0
2026-04-15,050090,,2.5,-0.0,,0.1
2026-04-16,050090,,2.46,-0.0,,0.0
2026-04-17,050090,,2.45,0.3,,-0.3
2026-04-20,050090,,2.64,0.0,,-0.0
2026-04-21,050090,,2.64,-0.0,,0.1
2026-04-22,050090,,2.6,0.1,,-0.1
2026-04-23,050090,,2.66,-0.0,,0.0
2026-04-24,050090,,2.64,-0.0,,0.0
2026-04-27,050090,,2.64,0.0,,-0.0
2026-04-28,050090,,2.65,0.1,,-0.1
2026-04-29,050090,,2.7,-0.1,,0.1
2026-04-30,050090,794.0,2.66,0.0,,-0.0
2026-05-04,050090,,2.67,0.1,,-0.1
2026-05-06,050090,,2.76,0.1,,-0.1
2026-05-07,050090,,2.84,-0.1,,0.1
2026-05-08,050090,,2.78,0.0,,-0.0
2026-05-11,050090,,2.81,-0.0,0.0,0.1
2026-05-12,050090,,2.8,-0.2,0.0,0.2
2026-05-13,050090,,2.67,0.1,-0.0,-0.1
2026-05-14,050090,,2.75,-0.1,0.0,0.1
2026-05-15,050090,,2.69,-0.1,-0.0,0.2
2026-05-18,050090,,2.61,-0.0,0.0,0.0
2026-05-19,050090,,2.59,-0.0,0.0,-0.0
2026-05-20,050090,,2.57,-0.0,-0.0,-0.0
2026-05-21,050090,,2.69,-0.6,-0.0,0.6
2026-05-22,050090,,2.31,0.0,-0.0,-0.0
2026-05-26,050090,,2.32,-0.0,0.0,-0.0
2026-05-27,050090,,2.32,-0.0,0.0,0.0
2026-05-28,050090,,2.27,-0.0,-0.0,0.0
2026-05-29,050090,662.0,2.22,-0.0,0.0,0.0
2026-06-01,050090,,2.2,-0.1,-0.0,0.1
2026-06-02,050090,,2.13,0.0,0.0,-0.0
2026-06-04,050090,,2.14,-0.1,,0.1
2026-06-05,050090,,2.06,-0.0,0.0,0.0
2026-06-08,050090,,2.02,0.1,-0.0,-0.1
2026-06-09,050090,,2.07,0.0,0.0,-0.0
2026-06-10,050090,,2.08,0.1,-0.0,-0.1
2026-06-11,050090,,2.16,0.0,-0.0,-0.1
2026-06-12,050090,,2.2,0.0,-0.0,-0.0
2026-06-15,050090,,2.2,0.0,0.0,-0.0
2026-06-16,050090,,2.21,-0.0,0.0,0.0
2026-06-17,050090,,2.19,-0.0,-0.0,0.0
2026-06-18,050090,,2.17,-0.1,-0.0,0.1
2026-06-19,050090,,1.78,-0.0,-0.0,-0.8
2026-06-22,050090,,1.75,0.0,0.0,-0.0
2026-06-23,050090,,1.75,-0.2,-0.0,0.1
2026-06-24,050090,,1.62,-0.0,0.0,0.0
2026-06-25,050090,,1.58,-0.1,-0.0,0.1
2026-06-26,050090,,1.54,-0.0,0.0,0.0
2026-06-29,050090,,1.52,-0.0,,0.0
2026-06-30,050090,397.0,1.49,-0.0,,0.0
2026-07-01,050090,,1.47,0.0,0.0,-0.0
2026-07-02,050090,,1.46,-0.1,,0.1
2026-07-03,050090,,1.38,-0.0,,0.0
2026-07-06,050090,,1.37,0.0,,-0.1
2026-07-07,050090,,1.43,0.0,,-0.0
2026-07-08,050090,,1.45,0.0,,-0.0
2026-07-09,050090,,1.48,-0.0,,0.0
2026-07-10,050090,,1.44,0.0,,-0.0
2026-07-13,050090,403.0,1.45,-0.1,,0.1
2025-07-14,050110,,2.58,0.2,0.0,-0.2
2025-07-15,050110,,2.6,0.1,0.0,-0.1
2025-07-16,050110,,2.62,-1.5,0.0,1.5
2025-07-17,050110,,2.42,-0.6,0.0,0.5
