날짜,코드,종가,외인지분율,외인_억,기관_억,개인_억
2025-07-14,360070,,0.0,-0.9,1.2,-0.4
2025-07-15,360070,,0.0,1.1,-0.0,-1.0
2025-07-16,360070,,0.0,-0.5,0.1,0.5
2025-07-17,360070,,0.0,-1.0,0.6,0.4
2025-07-18,360070,,0.0,2.4,-0.0,-2.4
2025-07-21,360070,,0.0,-6.1,2.4,3.9
2025-07-22,360070,,0.0,0.4,0.0,-0.5
2025-07-23,360070,,0.0,-0.7,-0.0,0.7
2025-07-24,360070,,0.0,-0.9,-1.2,2.1
2025-07-25,360070,,0.0,-0.8,1.3,-0.5
2025-07-28,360070,,0.0,2.0,-0.0,-2.0
2025-07-29,360070,,0.0,-2.0,-0.0,2.0
2025-07-30,360070,,0.0,7.2,-0.0,-7.2
2025-07-31,360070,,0.0,-3.7,0.0,3.6
2025-08-01,360070,,0.0,-6.4,1.2,5.2
2025-08-04,360070,,0.0,-2.0,1.2,0.8
2025-08-05,360070,,0.0,6.4,0.0,-6.4
2025-08-06,360070,,0.0,7.1,-0.0,-6.9
2025-08-07,360070,,0.0,-0.1,0.0,0.1
2025-08-08,360070,,0.0,0.2,0.0,-0.2
2025-08-11,360070,,0.0,4.4,-0.2,-4.2
2025-08-12,360070,,0.0,1.6,-0.1,-1.5
2025-08-13,360070,,0.0,-0.4,,0.4
2025-08-14,360070,,0.0,2.4,-2.1,-0.4
2025-08-18,360070,,0.0,-4.8,-4.0,8.9
2025-08-19,360070,,0.0,-1.5,-0.0,1.5
2025-08-20,360070,,0.0,-6.3,0.1,6.2
2025-08-21,360070,,0.0,-3.0,1.2,1.8
2025-08-22,360070,,0.0,-3.5,-0.0,3.5
2025-08-25,360070,,0.0,0.3,0.0,-0.3
2025-08-26,360070,,0.0,-0.2,0.0,0.1
2025-08-27,360070,,0.0,-2.6,0.0,2.5
2025-08-28,360070,,0.0,-1.7,0.1,1.5
2025-08-29,360070,22700.0,0.0,-2.7,0.7,2.0
2025-09-01,360070,,0.0,-1.0,0.0,0.9
2025-09-02,360070,,0.0,1.1,0.0,-1.1
2025-09-03,360070,,0.0,-0.4,0.0,0.4
2025-09-04,360070,,0.0,-0.0,,0.0
2025-09-05,360070,,0.0,-0.3,0.0,0.3
2025-09-08,360070,,0.0,-0.7,0.0,0.7
2025-09-09,360070,,0.0,0.1,,-0.1
2025-09-10,360070,,0.0,1.0,0.2,-1.2
2025-09-11,360070,,0.0,0.8,0.4,-1.2
2025-09-12,360070,,0.0,-0.6,0.0,0.6
2025-09-15,360070,,0.0,0.5,-0.0,-0.5
2025-09-16,360070,,0.0,0.2,,-0.2
2025-09-17,360070,,0.0,3.9,-0.0,-3.9
2025-09-18,360070,,0.0,0.0,-0.0,-0.0
2025-09-19,360070,,0.0,2.2,-0.0,-2.1
2025-09-22,360070,,0.0,-0.8,0.1,0.6
2025-09-23,360070,,0.0,1.1,-0.0,-1.1
2025-09-24,360070,,0.0,-1.4,-0.0,1.4
2025-09-25,360070,,0.0,0.8,-0.0,-0.8
2025-09-26,360070,,0.0,-1.5,,1.5
2025-09-29,360070,,0.0,-0.2,0.4,-0.2
2025-09-30,360070,20950.0,0.0,-0.5,0.4,0.1
2025-10-01,360070,,0.0,1.6,0.5,-2.1
2025-10-02,360070,,0.0,1.2,0.8,-2.0
2025-10-10,360070,,0.0,1.1,0.7,-1.8
2025-10-13,360070,,0.0,4.5,0.3,-4.9
2025-10-14,360070,,0.0,3.5,-0.0,-3.4
2025-10-15,360070,,0.0,1.2,0.0,-1.2
2025-10-16,360070,,0.0,4.7,0.0,-4.7
2025-10-17,360070,,0.0,-5.7,0.2,5.3
2025-10-20,360070,,0.0,1.6,-0.0,-1.6
2025-10-21,360070,,0.0,0.2,0.1,-0.4
2025-10-22,360070,,0.0,4.3,1.0,-5.3
2025-10-23,360070,,0.0,-6.2,-1.1,7.2
2025-10-24,360070,,0.0,2.9,-0.0,-2.9
2025-10-27,360070,,0.0,-1.4,-0.0,1.5
2025-10-28,360070,,0.0,5.7,-0.0,-5.7
2025-10-29,360070,,0.0,2.3,-0.0,-2.3
2025-10-30,360070,,0.0,5.0,-0.0,-5.0
2025-10-31,360070,26100.0,0.0,-1.0,-0.0,1.3
2025-11-03,360070,,0.0,2.5,-0.0,-2.5
2025-11-04,360070,,0.0,-1.1,0.0,1.1
2025-11-05,360070,,0.0,-2.2,-0.0,2.1
2025-11-06,360070,,0.0,0.9,-0.0,-0.9
2025-11-07,360070,,0.0,-1.0,-1.7,2.6
2025-11-10,360070,,0.0,-0.2,0.0,0.2
2025-11-11,360070,,0.0,0.2,-0.0,-0.3
2025-11-12,360070,,0.0,0.7,-0.0,-0.7
2025-11-13,360070,,0.0,-0.3,-0.0,0.4
2025-11-14,360070,,0.0,-3.4,0.0,3.4
