날짜,코드,종가,외인지분율,외인_억,기관_억,개인_억
2025-12-30,380320,,,,,
2026-01-30,380320,,,,,
2026-02-27,380320,,,,,
2026-03-31,380320,,,,,
2026-04-30,380320,,,,,
2026-05-29,380320,,,,,
2026-06-30,380320,,,,,
2026-07-13,380320,,,,,
2025-07-14,380540,,1.35,-0.1,,0.0
2025-07-15,380540,,1.4,-0.3,,0.4
2025-07-16,380540,,1.36,2.5,,-2.4
2025-07-17,380540,,1.64,-1.2,,1.2
2025-07-18,380540,,1.5,-0.9,,0.9
2025-07-21,380540,,1.4,-0.9,,0.9
2025-07-22,380540,,1.29,-1.8,,1.9
2025-07-23,380540,,1.07,3.9,,-3.4
2025-07-24,380540,,1.5,-12.0,,14.0
2025-07-25,380540,,0.26,1.2,,-1.1
2025-07-28,380540,,0.39,-0.2,,0.3
2025-07-29,380540,,0.58,-0.3,,0.3
2025-07-30,380540,,0.73,0.2,,-0.2
2025-07-31,380540,,0.75,0.1,,-0.3
2025-08-01,380540,,0.76,-0.5,,0.5
2025-08-04,380540,,0.71,-0.1,,0.1
2025-08-05,380540,,0.7,-0.0,,0.0
2025-08-06,380540,,0.69,-0.6,,0.7
2025-08-07,380540,,0.61,2.2,,-2.2
2025-08-08,380540,,0.92,-0.3,,0.3
2025-08-11,380540,,0.77,-0.4,,0.4
2025-08-12,380540,,0.72,-0.6,,0.7
2025-08-13,380540,,0.64,-0.1,,-0.2
2025-08-14,380540,,0.63,0.4,-0.6,0.2
2025-08-18,380540,,0.71,0.6,-0.0,-0.7
2025-08-19,380540,,0.79,0.1,-0.5,0.4
2025-08-20,380540,,0.81,0.3,-0.0,-0.3
2025-08-21,380540,,0.85,-0.1,,0.1
2025-08-22,380540,,0.83,0.0,,-11.4
2025-08-25,380540,,0.84,0.2,,-0.3
2025-08-26,380540,,0.87,0.8,,-0.9
2025-08-27,380540,,0.99,-0.0,,-0.0
2025-08-28,380540,,0.99,-0.0,,-0.0
2025-08-29,380540,1441.0,1.05,0.2,,-0.2
2025-09-01,380540,,1.08,-0.1,,-0.0
2025-09-02,380540,,1.08,0.4,,-0.3
