# 사전 예상: 종가→종가 약한 양(+) 가능 / 시가→종가 ≈ 0 (갭 선취) / 비용후 전 조합 음수
# 판정 기준(고정): 초반 양수→0 수렴 = 단명 신호 / 전 구간 0 근처 = 신호 없음 / 며칠 뒤 증가 = 해석 금지, 우연 의심
# 한계: 표본 ~240거래일이지만 기간 1년(단일 장세) — 월 검증과 표본 성격이 다름
시장,신호일,진입일,종목수,cc1,oc1,r1,rand1,r2,rand2,r3,rand3,r5,rand5,r10,rand10,ex1,ex2,ex3,ex5,ex10
KOSPI,2025-07-28,2025-07-29,20,0.00444294535663276,0.0037824353698044768,0.0037824353698044768,0.002880963030066125,-0.004876519279603431,0.00496609705314376,0.019542271104476327,0.004561679004433366,0.0074357303172773335,-0.016425365123970782,0.02118396469304079,0.0004235347786504714,0.0009014723397383516,-0.009842616332747191,0.014980592100042961,0.023861095441248117,0.02076042991439032
KOSPI,2025-07-29,2025-07-30,20,-0.0052386043535208645,-0.0029565035895107285,-0.0029565035895107285,0.0006960397354539179,-0.0008279640318974768,0.00028948442125831085,-0.04593863032339483,-0.031261261693989774,-0.015202306389777969,-0.011580052099707007,-0.0349884850186767,-0.005880088746845705,-0.0036525433249646466,-0.0011174484531557877,-0.014677368629405059,-0.003622254290070962,-0.029108396271830993
KOSPI,2025-07-30,2025-07-31,20,-0.0023156496911442724,-0.01051926734191257,-0.01051926734191257,-0.004019525009901722,-0.048379366893210214,-0.034041703979306795,-0.028230681879086773,-0.023743155026378707,-0.015994111120010247,-0.00685675292451352,-0.008201722227770353,-0.011853563408186017,-0.006499742332010848,-0.01433766291390342,-0.004487526852708066,-0.009137358195496726,0.0036518411804156645
KOSPI,2025-07-31,2025-08-01,20,-0.033413398007150596,-0.02986317029441466,-0.02986317029441466,-0.028076047663997107,-0.02323687456732524,-0.017033868140661938,0.005584630523605233,-0.008058168875295613,0.014490363009886825,0.0033678798799134744,-0.010585172213528476,-0.0013384832570079508,-0.0017871226304175536,-0.006203006426663302,0.013642799398900847,0.01112248312997335,-0.009246688956520525
KOSPI,2025-08-01,2025-08-04,20,0.03145176329893613,0.03361736771714322,0.03361736771714322,0.012955154685665842,0.057182047765835485,0.022868007241486406,0.06888503823301192,0.03168819781834512,0.08076352709188467,0.033639219254038115,0.034088438804359446,0.012335243607434432,0.020662213031477382,0.03431404052434908,0.0371968404146668,0.04712430783784655,0.021753195196925014
KOSPI,2025-08-04,2025-08-05,20,0.006881374188688699,0.0038786290264751664,0.0038786290264751664,0.005051925485849929,0.01228548736215323,0.013710343192600767,0.027329850775125453,0.017053436251073303,0.04136585989319975,0.011298193599101532,-0.019072914533596014,-0.008089010577911405,-0.001173296459374763,-0.0014248558304475363,0.01027641452405215,0.030067666294098218,-0.01098390395568461
KOSPI,2025-08-05,2025-08-06,20,0.003505970602188052,0.004585008106016997,0.004585008106016997,0.008350099697796707,0.01285578207857067,0.011795867290905456,0.012966967889632386,0.012673148126075768,0.006214336646154023,0.0034031412143992524,-0.025434691869325628,-0.022528453012907273,-0.0037650915917797102,0.0010599147876652146,0.00029381976355661796,0.0028111954317547702,-0.002906238856418355
KOSPI,2025-08-06,2025-08-07,20,0.0007274866665055279,-0.0015410863186365198,-0.0015410863186365198,-0.0028369558444636526,-0.0009995761179811935,-0.0020577265955339387,-0.0030501283368632227,-0.005104496899015365,-0.010882611678398135,-0.009985513412368995,-0.06126177907695873,-0.028460409715607857,0.0012958695258271328,0.0010581504775527453,0.002054368562152142,-0.0008970982660291404,-0.03280136936135088
KOSPI,2025-08-07,2025-08-08,20,0.015285250680084,-0.0007745324449250135,-0.0007745324449250135,-0.0028236327808350077,-0.022370743349884214,-0.006910515041247675,-0.0400965794701773,-0.00988871117260886,-0.027410025292521352,-0.008135650345677127,-0.05500695756099461,-0.028125701182726864,0.002049100335909994,-0.01546022830863654,-0.03020786829756844,-0.019274374946844225,-0.026881256378267743
KOSPI,2025-08-08,2025-08-11,20,-0.010444850008966677,-0.014438600353671583,-0.014438600353671583,-0.005750145206188252,-0.03178360531813463,-0.009964395616631986,-0.03802424217155999,-0.008148597619569736,-0.046276200814401966,-0.02069624758953134,-0.048021740825517675,-0.021618705995375406,-0.00868845514748333,-0.021819209701502643,-0.029875644551990252,-0.025579953224870625,-0.02640303483014227
KOSPI,2025-08-11,2025-08-12,20,-0.015508520328237619,-0.015613913797413564,-0.015613913797413564,-0.004648778714466461,-0.008466708005629814,-0.002986342148286129,-0.010807409481423563,-0.004178402557411451,-0.03462457172339191,-0.020788269225813467,-0.054202239709005194,-0.019387868526017007,-0.010965135082947103,-0.005480365857343685,-0.006629006924012112,-0.013836302497578442,-0.03481437118298819
KOSPI,2025-08-12,2025-08-13,20,-0.003862485114111652,-0.010746074844269593,-0.010746074844269593,-0.004403285163547913,-0.003168525980040332,-0.004881250376500872,-0.004829402681586714,-0.01722788391632127,-0.024152095462435484,-0.029672388158774973,-0.00372441577114474,-0.020876313932029444,-0.00634278968072168,0.0017127243964605403,0.012398481234734558,0.005520292696339489,0.017151898160884704
KOSPI,2025-08-13,2025-08-14,20,0.002737759130702433,0.003626663227317373,0.003626663227317373,-0.0010651342200012062,-0.01286493621267346,-0.01280101882798075,-0.02491319659417216,-0.020166262444896818,-0.04246689700190928,-0.021729022680588544,-0.0086523887062798,-0.01304221036679874,0.004691797447318579,-6.391738469271012e-05,-0.004746934149275343,-0.020737874321320737,0.0043898216605189385
KOSPI,2025-08-14,2025-08-18,20,0.009053268593255004,0.013123912972151541,0.013123912972151541,-0.009259891080658942,-0.002169228288553282,-0.017413637732044143,-0.014806030854563246,-0.023251367786282583,-0.0003172971783796774,-0.018815922729824363,0.027102652742062916,-0.012355354199277857,0.022383804052810485,0.01524440944349086,0.008445336931719337,0.018498625551444686,0.03945800694134077
KOSPI,2025-08-18,2025-08-19,20,-0.005610307411057463,-0.011640066165533614,-0.011640066165533614,-0.006342106239695904,-0.02955621124858183,-0.014100407279306185,-0.026155395873376043,-0.011314634601501606,-0.008811233843293497,-0.00240231424911166,0.014315009821478836,-0.01151687758520743,-0.00529795992583771,-0.015455803969275646,-0.014840761271874437,-0.006408919594181837,0.025831887406686266
