# 사전 예상: E1 지지(평상시 H3보다 악화) / E2 유의미하지 않음 — 달라도 그대로 보고, 튜닝 금지
# E1은 수익이 '낮을수록' 가설 지지 (H3 부호 해석과 동일)
# 사용 사건: 36건 (2016-01 이후), 제외: 1건 — M001 스타벅스 5·18 탱크데이 논란
시장,전략,보유,진입월,사건ID,사건,종목수,만기누락,수익률,시장프록시,랜덤평균,초과_시장,초과_랜덤,수익률_비용후,초과_랜덤_비용후
KOSPI,E2,1,2020-09,M010,LG화학 LG에너지솔루션 물적분할 발표,30,0,-0.04391204358965333,-0.024168729404740602,-0.0009215334897550389,-0.01974331418491273,-0.042990510099898294,-0.046912043589653334,-0.045990510099898296
KOSPI,E1,3,2020-09,M010,LG화학 LG에너지솔루션 물적분할 발표,30,0,0.10954491987448119,0.23962636535814663,0.15773546954002535,-0.13008144548366546,-0.04819054966554416,0.10654491987448118,-0.05119054966554416
KOSPI,E2,3,2020-09,M010,LG화학 LG에너지솔루션 물적분할 발표,30,0,0.07397285641589449,0.23962636535814663,0.15773546954002535,-0.16565350894225214,-0.08376261312413086,0.07097285641589449,-0.08676261312413086
KOSPI,E1,6,2020-09,M010,LG화학 LG에너지솔루션 물적분할 발표,30,0,0.20674796425773329,0.31864761081869364,0.305202348667493,-0.11189964656096035,-0.09845438440975973,0.20374796425773328,-0.10145438440975973
KOSPI,E2,6,2020-09,M010,LG화학 LG에너지솔루션 물적분할 발표,30,0,0.06256262359489699,0.31864761081869364,0.305202348667493,-0.25608498722379663,-0.242639725072596,0.05956262359489699,-0.24563972507259602
KOSPI,E1,1,2022-01,M011,LG에너지솔루션 상장 (한국 최대 IPO),30,0,0.05652073401815154,0.01209245993470427,0.04831522578072935,0.04442827408344727,0.008205508237422186,0.053520734018151536,0.005205508237422184
KOSPI,E2,1,2022-01,M011,LG에너지솔루션 상장 (한국 최대 IPO),30,0,-0.011844155430987036,0.01209245993470427,0.04831522578072935,-0.023936615365691305,-0.06015938121171639,-0.014844155430987035,-0.06315938121171638
KOSPI,E1,3,2022-01,M011,LG에너지솔루션 상장 (한국 최대 IPO),30,0,0.1650759488649485,0.0037037101607970196,0.1235374945484871,0.1613722387041515,0.0415384543164614,0.1620759488649485,0.0385384543164614
KOSPI,E2,3,2022-01,M011,LG에너지솔루션 상장 (한국 최대 IPO),30,0,0.02906162262992964,0.0037037101607970196,0.1235374945484871,0.025357912469132618,-0.09447587191855747,0.02606162262992964,-0.09747587191855746
KOSPI,E1,6,2022-01,M011,LG에너지솔루션 상장 (한국 최대 IPO),30,0,-0.019683344209928417,-0.08536370454940467,-0.005909934425357477,0.06568036033947626,-0.01377340978457094,-0.022683344209928416,-0.01677340978457094
KOSPI,E2,6,2022-01,M011,LG에너지솔루션 상장 (한국 최대 IPO),30,0,-0.07992749677283711,-0.08536370454940467,-0.005909934425357477,0.005436207776567559,-0.07401756234747964,-0.08292749677283712,-0.07701756234747964
KOSPI,E1,1,2021-08,M012,카카오뱅크 상장 (인터넷전문은행 최초 IPO),30,0,-0.011179481919566848,-0.04059374999350063,-0.002782707713623309,0.02941426807393378,-0.00839677420594354,-0.014179481919566847,-0.011396774205943538
KOSPI,E2,1,2021-08,M012,카카오뱅크 상장 (인터넷전문은행 최초 IPO),30,0,-0.00832147777554753,-0.04059374999350063,-0.002782707713623309,0.0322722722179531,-0.005538770061924221,-0.011321477775547529,-0.00853877006192422
KOSPI,E1,3,2021-08,M012,카카오뱅크 상장 (인터넷전문은행 최초 IPO),30,0,-0.09601785999490445,-0.12205452325990993,-0.12935642001768463,0.026036663265005477,0.033338560022780184,-0.09901785999490445,0.03033856002278018
KOSPI,E2,3,2021-08,M012,카카오뱅크 상장 (인터넷전문은행 최초 IPO),30,0,-0.17330735973384784,-0.12205452325990993,-0.12935642001768463,-0.05125283647393791,-0.043950939716163206,-0.17630735973384784,-0.04695093971616321
