# 사전 예상: H1 약한 지지 / H2 반반 / H3 지지 (결과가 달라도 그대로 보고 — 튜닝 금지)
# H1 레짐 발생: KOSPI 26회, KOSDAQ 26회
시장,전략,보유,진입월,종목수,만기누락,수익률,시장프록시,랜덤평균,초과_시장,초과_랜덤,수익률_비용후,초과_랜덤_비용후
KOSDAQ,H2i,1,2022-08,20,0,-0.15244067253033458,-0.16695322268600726,-0.1379763996493591,0.014512550155672682,-0.014464272880975487,-0.15544067253033458,-0.01746427288097549
KOSDAQ,H2ii,1,2022-08,8,0,-0.267753076839518,-0.16695322268600726,-0.1521911962048539,-0.10079985415351073,-0.11556188063466408,-0.270753076839518,-0.11856188063466408
KOSDAQ,H3,1,2022-08,20,0,-0.231401977256874,-0.16695322268600726,-0.1379763996493591,-0.06444875457086674,-0.09342557760751491,-0.234401977256874,-0.09642557760751491
KOSDAQ,H2i,3,2022-08,20,0,-0.05720319638331971,-0.0976035159176616,-0.0731715646263046,0.040400319534341894,0.015968368242984893,-0.06020319638331971,0.01296836824298489
KOSDAQ,H2ii,3,2022-08,8,0,-0.16932849377731277,-0.0976035159176616,-0.09487003133288358,-0.07172497785965117,-0.07445846244442919,-0.17232849377731277,-0.0774584624444292
KOSDAQ,H3,3,2022-08,20,1,-0.23320847547319587,-0.0976035159176616,-0.0731715646263046,-0.13560495955553425,-0.16003691084689126,-0.23620847547319587,-0.16303691084689126
KOSDAQ,H1,6,2022-08,0,0,,-0.021859146353239017,,,,,
KOSDAQ,H2i,6,2022-08,20,0,0.008535004342951347,-0.021859146353239017,0.022472936762676334,0.030394150696190364,-0.013937932419724988,0.005535004342951347,-0.016937932419724987
KOSDAQ,H2ii,6,2022-08,8,0,-0.12733148346839243,-0.021859146353239017,0.04219303252179003,-0.10547233711515341,-0.16952451599018248,-0.13033148346839243,-0.17252451599018248
KOSDAQ,H3,6,2022-08,20,2,-0.17051965085266613,-0.021859146353239017,0.022472936762676334,-0.1486605044994271,-0.19299258761534246,-0.17351965085266613,-0.19599258761534247
KOSDAQ,H2i,1,2022-09,20,0,-0.0008379371785111556,0.03284740747822246,0.027458276667400656,-0.03368534465673361,-0.02829621384591181,-0.0038379371785111555,-0.03129621384591181
KOSDAQ,H2ii,1,2022-09,2,0,-0.019239239869116576,0.03284740747822246,0.017559774256762285,-0.05208664734733903,-0.03679901412587886,-0.022239239869116575,-0.03979901412587886
KOSDAQ,H3,1,2022-09,20,1,-0.009286717007711127,0.03284740747822246,0.027458276667400656,-0.04213412448593358,-0.03674499367511178,-0.012286717007711126,-0.03974499367511178
KOSDAQ,H2i,3,2022-09,20,0,0.008349212842569897,0.010960644414015005,0.042655623678513346,-0.0026114315714451074,-0.03430641083594345,0.005349212842569897,-0.03730641083594345
KOSDAQ,H2ii,3,2022-09,2,0,-0.11563994462622701,0.010960644414015005,0.0739183721126331,-0.12660058904024202,-0.1895583167388601,-0.11863994462622701,-0.1925583167388601
KOSDAQ,H3,3,2022-09,20,4,-0.13471815120419525,0.010960644414015005,0.042655623678513346,-0.14567879561821026,-0.1773737748827086,-0.13771815120419525,-0.18037377488270862
