# 사전 예상: F1 약한 지지 / F2 지지(최악의 달 큼) / F3 프록시 시험 — 튜닝 금지
# 한계: 관리종목 플래그 미보유로 제외 불가, F3의 ROE는 PBR/PER 프록시임
시장,전략,보유,진입월,종목수,만기누락,수익률,시장프록시,랜덤평균,초과_시장,초과_랜덤,수익률_비용후,초과_랜덤_비용후
KOSPI,F1,1,2016-11,20,0,-0.007892829278800351,0.02210490736324221,0.02883118695922612,-0.029997736642042562,-0.03672401623802647,-0.01089282927880035,-0.039724016238026474
KOSPI,F2,1,2016-11,20,0,0.0032205344200047616,0.02210490736324221,0.02883118695922612,-0.01888437294323745,-0.02561065253922136,0.00022053442000476153,-0.02861065253922136
KOSPI,F3,1,2016-11,20,0,-0.0017181592757258002,0.02210490736324221,0.02883118695922612,-0.02382306663896801,-0.03054934623495192,-0.0047181592757258,-0.03354934623495192
KOSPI,F1,3,2016-11,20,0,-0.007641600106479474,0.061610692666651666,0.04907732004158534,-0.06925229277313114,-0.056718920148064816,-0.010641600106479474,-0.05971892014806481
KOSPI,F2,3,2016-11,20,0,-0.09082517054935044,0.061610692666651666,0.04907732004158534,-0.1524358632160021,-0.1399024905909358,-0.09382517054935044,-0.1429024905909358
KOSPI,F3,3,2016-11,20,0,-0.010816056742090425,0.061610692666651666,0.04907732004158534,-0.0724267494087421,-0.05989337678367576,-0.013816056742090424,-0.06289337678367576
KOSPI,F1,6,2016-11,20,1,0.1399739505855865,0.19081551224771295,0.127129470119188,-0.050841561662126444,0.012844480466398522,0.1369739505855865,0.00984448046639852
KOSPI,F2,6,2016-11,20,0,-0.013085135454511116,0.19081551224771295,0.127129470119188,-0.20390064770222407,-0.1402146055736991,-0.016085135454511117,-0.1432146055736991
KOSPI,F3,6,2016-11,20,1,0.09959321715258733,0.19081551224771295,0.127129470119188,-0.09122229509512562,-0.027536252966600658,0.09659321715258733,-0.03053625296660066
KOSPI,F1,1,2016-12,20,0,0.12960646972338533,0.029059123249276002,0.002405720680321281,0.10054734647410932,0.12720074904306405,0.12660646972338532,0.12420074904306404
KOSPI,F2,1,2016-12,20,0,0.038225796638581215,0.029059123249276002,0.002405720680321281,0.009166673389305213,0.035820075958259937,0.03522579663858121,0.032820075958259934
KOSPI,F3,1,2016-12,20,1,-0.021256052842435702,0.029059123249276002,0.002405720680321281,-0.050315176091711704,-0.023661773522756984,-0.0242560528424357,-0.026661773522756983
KOSPI,F1,3,2016-12,20,1,2.4695240440813833,0.07453410938036865,0.11173404074057107,2.3949899347010146,2.357790003340812,2.466524044081383,2.354790003340812
