# 사전 예상(고정): 동행 상관 양(+) 치우침 / 선행 상관 0 중심 — A 검증(갭 선취)과 정합해야 함. 전략화 금지, 기술 통계 전용
시장,코드,n주,r_동행,r_선행1,r_선행2,r_선행4,수급동행
KOSDAQ,094940,52,-0.094,0.158,-0.224,0.136,하
KOSDAQ,094970,52,-0.041,-0.143,0.017,0.119,중
KOSDAQ,095190,52,0.129,0.186,0.197,0.143,중
KOSDAQ,095270,52,-0.211,-0.03,-0.165,-0.057,하
KOSDAQ,095340,52,-0.3,-0.004,0.03,-0.134,하
KOSDAQ,095500,52,-0.067,-0.361,-0.214,0.017,중
KOSDAQ,095610,52,-0.266,0.133,0.047,-0.039,하
KOSDAQ,095660,52,0.157,-0.026,-0.043,0.036,중
KOSDAQ,095700,52,0.77,-0.084,-0.042,-0.007,상
KOSDAQ,095910,52,0.523,-0.028,-0.22,0.06,상
KOSDAQ,096040,2,1.0,,,,
KOSDAQ,096240,52,0.205,0.008,-0.04,-0.108,상
KOSDAQ,096250,52,-0.282,0.119,0.297,-0.141,하
KOSDAQ,096350,48,-0.063,-0.181,-0.055,0.364,중
KOSDAQ,096530,52,0.285,0.21,-0.067,-0.317,상
KOSDAQ,096610,0,,,,,
KOSDAQ,096630,49,-0.772,0.318,0.053,0.021,하
KOSDAQ,096690,49,-0.522,0.08,-0.045,-0.213,하
KOSDAQ,096870,52,0.288,-0.298,-0.063,0.033,상
KOSDAQ,097780,46,-0.47,-0.045,0.106,-0.055,하
KOSDAQ,097800,49,-0.393,-0.137,0.025,-0.182,하
KOSDAQ,097870,52,0.165,0.198,0.187,0.09,중
KOSDAQ,098070,52,-0.118,0.117,0.053,0.043,하
KOSDAQ,098120,52,0.5,-0.137,-0.002,-0.099,상
KOSDAQ,098460,52,0.491,-0.052,-0.021,-0.023,상
KOSDAQ,098660,52,-0.156,0.141,0.013,-0.187,하
KOSDAQ,099190,52,-0.134,0.08,0.177,-0.135,하
KOSDAQ,099220,52,0.251,0.084,0.135,0.163,상
KOSDAQ,099320,52,0.239,0.17,0.118,0.12,상
KOSDAQ,099390,52,-0.074,0.199,-0.18,0.002,중
KOSDAQ,099410,52,0.109,0.062,-0.178,0.237,중
KOSDAQ,099430,52,0.111,-0.171,-0.107,0.049,중
KOSDAQ,099440,52,0.353,0.332,-0.026,-0.077,상
KOSDAQ,099520,0,,,,,
KOSDAQ,099750,52,0.574,-0.33,-0.469,0.023,상
KOSDAQ,100030,52,0.092,0.331,0.025,0.114,중
KOSDAQ,100120,52,0.093,0.02,-0.08,-0.232,중
KOSDAQ,100130,52,0.546,0.121,0.056,0.203,상
KOSDAQ,100590,52,-0.302,-0.015,-0.099,0.151,하
KOSDAQ,100660,52,-0.203,0.251,-0.21,-0.231,하
KOSDAQ,100700,52,-0.071,-0.196,-0.225,0.323,중
KOSDAQ,100790,52,-0.358,-0.093,-0.06,-0.136,하
KOSDAQ,101000,52,-0.21,0.299,-0.075,0.165,하
KOSDAQ,101160,52,0.043,0.055,-0.076,-0.023,중
KOSDAQ,101170,52,-0.518,0.118,0.106,0.164,하
KOSDAQ,101240,52,0.177,-0.1,-0.103,-0.183,중
KOSDAQ,101330,52,-0.32,-0.024,-0.016,0.135,하
KOSDAQ,101360,52,0.1,-0.019,-0.363,-0.065,중
KOSDAQ,101390,1,,,,,
KOSDAQ,101400,48,-0.029,0.035,-0.378,0.019,중
KOSDAQ,101490,52,-0.456,-0.043,-0.24,-0.355,하
KOSDAQ,101670,52,0.207,-0.088,-0.195,-0.038,상
KOSDAQ,101680,52,-0.075,0.177,0.005,-0.203,중
KOSDAQ,101730,52,0.074,0.097,0.003,0.065,중
KOSDAQ,101930,50,0.322,0.014,0.055,-0.008,상
KOSDAQ,101970,52,-0.217,-0.021,0.117,-0.055,하
KOSDAQ,102120,52,0.441,-0.063,0.091,0.197,상
KOSDAQ,102370,52,0.294,0.017,0.037,-0.147,상
KOSDAQ,102710,52,0.153,0.197,-0.039,-0.332,중
KOSDAQ,102940,52,0.452,0.036,0.454,0.098,상
KOSDAQ,103230,52,-0.061,0.319,0.28,0.136,중
KOSDAQ,103840,52,0.084,-0.264,-0.122,-0.231,중
KOSDAQ,104040,49,-0.031,-0.055,-0.048,-0.167,중
KOSDAQ,104200,52,0.431,0.033,0.226,0.025,상
KOSDAQ,104460,52,0.474,0.1,-0.056,-0.144,상
KOSDAQ,104480,52,0.407,0.181,-0.276,0.067,상
KOSDAQ,104540,52,0.247,0.22,-0.15,0.365,상
KOSDAQ,104620,52,-0.144,0.16,0.075,-0.018,하
KOSDAQ,104830,52,-0.311,-0.106,-0.184,0.087,하
KOSDAQ,105330,52,-0.149,0.101,-0.32,0.107,하
KOSDAQ,105550,52,0.167,0.009,0.091,0.128,중
KOSDAQ,105740,52,0.438,0.035,0.006,0.171,상
KOSDAQ,105760,52,0.313,-0.063,-0.092,0.143,상
KOSDAQ,106080,34,-0.424,0.214,-0.029,0.159,
KOSDAQ,106190,52,0.017,-0.186,0.058,-0.01,중
KOSDAQ,106240,52,0.356,-0.108,-0.195,0.008,상
KOSDAQ,106520,2,1.0,,,,
KOSDAQ,107600,52,0.416,-0.122,0.069,-0.065,상
KOSDAQ,107640,52,0.17,0.002,0.004,-0.075,중
KOSDAQ,108230,52,0.269,0.126,-0.047,-0.032,상
KOSDAQ,108380,52,0.257,0.017,-0.018,-0.161,상
KOSDAQ,108490,52,0.558,-0.029,-0.248,0.048,상
KOSDAQ,108860,52,0.248,-0.214,0.157,-0.045,상
KOSDAQ,109080,52,-0.175,0.008,-0.484,0.285,하
KOSDAQ,109610,52,-0.139,0.236,0.076,0.025,하
KOSDAQ,109670,52,-0.427,0.065,-0.098,0.051,하
KOSDAQ,109740,52,0.218,0.035,-0.005,-0.127,상
KOSDAQ,109820,52,-0.62,0.283,-0.053,0.069,하
KOSDAQ,109860,52,0.188,0.049,0.16,-0.072,상
KOSDAQ,109960,48,-0.305,-0.062,-0.186,0.23,하
KOSDAQ,110020,52,-0.405,0.115,-0.027,0.123,하
KOSDAQ,110790,52,0.361,-0.004,0.092,0.124,상
KOSDAQ,110990,52,0.431,-0.044,-0.034,0.032,상
KOSDAQ,111710,52,-0.398,-0.489,0.291,0.117,하
KOSDAQ,111870,1,,,,,
KOSDAQ,112040,52,0.284,-0.053,-0.169,0.053,상
KOSDAQ,112290,50,0.324,0.123,-0.219,-0.01,상
KOSDAQ,113810,50,-0.209,-0.063,0.044,-0.168,하
KOSDAQ,114190,52,0.142,0.157,-0.01,-0.108,중
KOSDAQ,114450,52,-0.352,0.095,0.062,-0.05,하
KOSDAQ,114630,50,0.005,0.133,0.146,-0.046,중
KOSDAQ,114810,52,-0.206,0.147,-0.008,-0.184,하
KOSDAQ,114840,52,0.061,-0.087,0.017,-0.175,중
KOSDAQ,115160,50,-0.003,0.029,0.017,0.081,중
KOSDAQ,115180,52,0.063,-0.026,-0.052,0.05,중
KOSDAQ,115310,50,0.384,0.284,0.165,0.077,상
KOSDAQ,115440,52,-0.278,0.165,0.1,0.18,하
KOSDAQ,115450,52,-0.076,0.077,0.008,-0.047,중
KOSDAQ,115480,49,-0.157,0.045,0.029,-0.213,하
KOSDAQ,115500,52,-0.157,-0.05,-0.021,-0.105,하
KOSDAQ,115530,49,-0.097,-0.177,0.254,-0.07,하
KOSDAQ,115570,52,-0.204,0.063,-0.182,0.004,하
KOSDAQ,115610,50,-0.258,0.157,0.107,0.049,하
KOSDAQ,117670,52,0.266,0.129,-0.129,-0.36,상
KOSDAQ,117730,52,0.377,0.119,-0.4,0.176,상
KOSDAQ,118990,52,0.188,0.017,-0.061,0.03,상
KOSDAQ,119500,52,-0.558,0.295,-0.061,0.341,하
KOSDAQ,119610,52,0.408,0.095,-0.003,-0.04,상
KOSDAQ,119830,52,0.498,0.072,0.05,0.054,상
KOSDAQ,119850,52,-0.135,-0.021,0.075,0.132,하
KOSDAQ,120240,52,0.357,-0.06,0.206,-0.044,상
KOSDAQ,121440,52,-0.241,-0.022,-0.013,0.025,하
KOSDAQ,121600,52,-0.111,-0.009,-0.151,-0.163,하
KOSDAQ,121800,0,,,,,
KOSDAQ,121850,49,-0.134,-0.103,0.081,0.021,하
KOSDAQ,121890,52,0.111,-0.013,0.126,-0.123,중
KOSDAQ,122310,52,-0.019,-0.147,-0.198,-0.247,중
KOSDAQ,122350,52,-0.135,-0.046,-0.07,0.117,하
KOSDAQ,122450,52,0.309,0.085,-0.04,0.13,상
KOSDAQ,122640,52,0.266,0.002,-0.406,0.311,상
KOSDAQ,122690,52,-0.387,0.218,0.005,0.05,하
KOSDAQ,122870,52,-0.215,-0.123,-0.159,-0.082,하
KOSDAQ,122990,52,0.347,-0.091,-0.104,-0.139,상
KOSDAQ,123010,50,0.031,-0.011,0.112,-0.088,중
KOSDAQ,123040,52,-0.246,0.253,-0.013,0.122,하
KOSDAQ,123330,52,0.094,-0.084,-0.016,-0.326,중
KOSDAQ,123410,52,0.528,0.104,0.039,-0.212,상
KOSDAQ,123420,52,0.28,-0.184,0.108,0.162,상
KOSDAQ,123570,52,0.252,-0.114,-0.024,0.079,상
KOSDAQ,123750,52,-0.213,0.056,0.093,0.065,하
KOSDAQ,123840,49,-0.127,0.131,0.136,-0.137,하
KOSDAQ,123860,52,0.842,-0.203,-0.051,0.231,상
KOSDAQ,124500,52,0.189,0.005,0.202,-0.01,상
KOSDAQ,124560,52,0.086,-0.001,-0.017,-0.105,중
KOSDAQ,125020,52,0.213,-0.117,-0.066,0.007,상
KOSDAQ,125210,52,-0.359,-0.001,-0.001,0.074,하
KOSDAQ,125490,47,0.243,-0.09,0.028,-0.08,상
KOSDAQ,126340,52,-0.278,0.204,-0.25,-0.037,하
KOSDAQ,126600,52,0.258,0.029,0.199,0.421,상
KOSDAQ,126640,52,-0.729,-0.102,0.227,0.125,하
KOSDAQ,126700,52,0.301,0.33,-0.147,0.042,상
KOSDAQ,126730,52,-0.316,0.239,-0.241,0.183,하
KOSDAQ,126880,52,0.327,0.221,-0.017,-0.06,상
KOSDAQ,127120,52,0.591,0.043,-0.15,-0.029,상
KOSDAQ,127710,43,-0.08,-0.009,0.14,-0.195,하
KOSDAQ,127980,52,0.22,-0.254,-0.315,-0.255,상
KOSDAQ,128540,52,-0.378,0.162,-0.026,0.021,하
KOSDAQ,128660,52,0.321,0.22,0.138,0.119,상
KOSDAQ,129890,52,-0.171,-0.022,-0.072,0.026,하
KOSDAQ,129920,52,-0.09,0.235,-0.293,-0.04,하
KOSDAQ,130500,52,-0.133,0.065,0.184,0.22,하
KOSDAQ,130580,52,0.127,-0.088,-0.025,-0.037,중
KOSDAQ,130740,52,-0.404,-0.057,0.215,-0.148,하
KOSDAQ,131030,52,-0.353,0.095,0.062,-0.532,하
KOSDAQ,131090,52,0.207,0.263,0.087,-0.281,상
KOSDAQ,131100,52,0.026,0.072,-0.161,-0.068,중
KOSDAQ,131180,49,0.026,0.066,0.065,-0.006,중
KOSDAQ,131220,52,0.456,0.216,0.015,-0.033,상
KOSDAQ,131290,52,-0.151,0.015,0.046,-0.139,하
KOSDAQ,131370,52,-0.122,0.158,-0.011,0.046,하
KOSDAQ,131400,52,-0.265,-0.057,-0.107,0.036,하
KOSDAQ,131760,50,-0.193,-0.085,-0.007,-0.033,하
KOSDAQ,131970,52,-0.419,-0.004,0.097,0.067,하
KOSDAQ,133750,52,0.2,0.141,-0.014,0.011,상
KOSDAQ,134060,52,0.102,-0.425,0.032,0.174,중
KOSDAQ,134580,52,-0.213,0.098,0.149,0.064,하
KOSDAQ,136150,52,0.117,0.192,-0.061,-0.039,중
KOSDAQ,136410,52,0.258,-0.012,-0.072,0.152,상
KOSDAQ,136480,52,0.481,0.303,0.203,0.214,상
KOSDAQ,136540,52,0.087,-0.255,-0.208,0.389,중
KOSDAQ,137080,52,0.524,0.047,-0.045,-0.015,상
KOSDAQ,137400,52,0.416,-0.011,-0.042,-0.122,상
KOSDAQ,137940,49,-0.38,-0.07,0.101,-0.01,하
KOSDAQ,137950,52,-0.571,-0.031,-0.064,-0.056,하
KOSDAQ,138070,52,-0.023,0.113,0.014,0.11,중
KOSDAQ,138080,52,0.113,-0.005,-0.407,0.061,중
KOSDAQ,138360,52,-0.069,0.078,-0.243,-0.198,중
KOSDAQ,138610,52,0.226,0.025,0.002,0.231,상
KOSDAQ,139050,2,1.0,,,,
KOSDAQ,139670,52,-0.3,0.155,-0.011,-0.162,하
KOSDAQ,140070,52,0.344,0.089,-0.202,-0.177,상
KOSDAQ,140410,52,-0.086,0.081,-0.235,0.04,하
KOSDAQ,140430,49,0.045,-0.492,0.263,-0.039,중
KOSDAQ,140520,52,0.083,-0.123,-0.485,0.043,중
KOSDAQ,140670,52,0.45,-0.277,0.271,-0.019,상
KOSDAQ,140860,52,0.066,0.008,-0.06,0.124,중
KOSDAQ,141000,52,0.231,-0.139,-0.097,0.13,상
KOSDAQ,141080,52,-0.037,0.212,0.332,-0.232,중
KOSDAQ,142210,52,-0.119,-0.01,-0.28,0.135,하
KOSDAQ,142280,52,-0.379,-0.379,-0.01,-0.063,하
KOSDAQ,142760,52,0.042,0.059,0.249,0.27,중
KOSDAQ,143160,52,0.317,-0.193,0.028,-0.057,상
KOSDAQ,143240,52,0.543,0.053,-0.037,0.05,상
KOSDAQ,143540,52,0.403,0.096,-0.237,0.018,상
KOSDAQ,144510,52,0.472,-0.083,-0.065,0.136,상
KOSDAQ,144960,52,0.013,-0.121,0.185,-0.034,중
KOSDAQ,145020,52,-0.071,0.117,-0.087,-0.059,중
KOSDAQ,145170,52,-0.18,0.145,-0.214,0.303,하
KOSDAQ,146060,52,-0.329,0.207,0.255,-0.125,하
KOSDAQ,146320,52,0.496,-0.074,0.029,0.021,상
KOSDAQ,147760,52,-0.007,-0.064,0.127,-0.308,중
KOSDAQ,147830,52,-0.688,-0.008,0.186,0.182,하
KOSDAQ,148150,52,0.039,0.298,-0.093,0.152,중
KOSDAQ,148250,52,0.304,-0.018,0.167,0.029,상
KOSDAQ,148780,51,-0.404,0.206,-0.039,0.018,하
KOSDAQ,148930,52,-0.095,-0.022,-0.042,-0.088,하
KOSDAQ,149950,52,0.271,-0.252,0.269,0.505,상
KOSDAQ,149980,11,-0.545,-0.335,-0.146,-0.288,
KOSDAQ,150840,2,-1.0,,,,
KOSDAQ,150900,52,-0.717,-0.491,-0.225,0.122,하
KOSDAQ,151860,52,0.326,0.116,-0.022,-0.018,상
KOSDAQ,151910,2,1.0,,,,
KOSDAQ,153460,52,0.192,-0.09,-0.247,0.461,상
KOSDAQ,153490,52,0.441,-0.07,0.025,0.042,상
KOSDAQ,153710,52,0.264,0.031,0.09,-0.17,상
KOSDAQ,153890,2,-1.0,-1.0,,,
KOSDAQ,154030,52,0.089,0.044,-0.158,-0.049,중
KOSDAQ,154040,52,0.074,0.023,-0.138,0.197,중
KOSDAQ,155650,52,0.533,0.11,-0.283,0.1,상
KOSDAQ,156100,52,0.13,-0.041,-0.088,0.019,중
KOSDAQ,158430,52,-0.468,-0.05,-0.135,0.208,하
KOSDAQ,159010,52,-0.007,-0.065,-0.179,0.171,중
KOSDAQ,159580,52,0.286,0.079,-0.199,0.178,상
KOSDAQ,159910,49,-0.194,0.218,-0.107,-0.042,하
KOSDAQ,160190,52,-0.202,-0.041,-0.137,-0.114,하
KOSDAQ,160550,52,-0.179,0.204,0.226,0.039,하
KOSDAQ,160980,52,-0.384,0.102,-0.124,-0.066,하
KOSDAQ,161580,52,0.478,-0.212,-0.175,0.16,상
KOSDAQ,162300,52,-0.068,-0.082,-0.008,0.128,중
KOSDAQ,163280,52,0.154,-0.006,-0.055,-0.155,중
KOSDAQ,163730,52,0.459,-0.039,0.089,-0.128,상
KOSDAQ,166090,52,-0.183,-0.019,-0.127,-0.082,하
KOSDAQ,166480,52,-0.166,0.224,0.112,-0.058,하
KOSDAQ,168330,52,-0.394,-0.087,0.041,0.047,하
KOSDAQ,168360,52,0.267,0.141,0.154,-0.113,상
KOSDAQ,169330,52,-0.01,-0.011,0.0,-0.095,중
KOSDAQ,170030,52,0.444,-0.021,-0.182,-0.093,상
KOSDAQ,170790,52,0.037,0.046,-0.073,0.385,중
KOSDAQ,170920,52,-0.382,-0.08,0.208,0.046,하
KOSDAQ,171010,52,0.197,0.21,0.001,0.022,상
KOSDAQ,171090,52,0.087,-0.156,0.12,-0.043,중
KOSDAQ,171120,52,-0.498,0.183,0.089,-0.063,하
KOSDAQ,172670,52,0.493,-0.184,0.052,0.032,상
KOSDAQ,173130,52,0.583,-0.167,-0.385,-0.115,상
KOSDAQ,173940,52,0.093,0.027,-0.052,0.152,중
KOSDAQ,174880,2,1.0,,,,
KOSDAQ,174900,52,-0.093,0.075,-0.0,-0.206,하
KOSDAQ,175140,52,0.423,-0.25,-0.038,-0.133,상
KOSDAQ,175250,3,0.994,-0.434,-0.897,,
KOSDAQ,176750,52,0.061,0.123,0.083,0.056,중
KOSDAQ,177350,52,-0.474,0.15,0.076,0.172,하
KOSDAQ,177830,52,0.142,-0.076,0.133,0.043,중
KOSDAQ,177900,52,0.28,0.064,-0.308,-0.125,상
KOSDAQ,178320,52,0.208,-0.103,-0.002,0.22,상
KOSDAQ,178780,52,0.332,-0.084,-0.091,-0.089,상
KOSDAQ,179290,52,0.101,-0.003,-0.129,-0.098,중
KOSDAQ,179530,52,-0.232,0.109,-0.016,-0.005,하
KOSDAQ,179900,52,-0.343,0.054,-0.044,-0.101,하
KOSDAQ,180400,52,-0.029,-0.033,0.148,0.101,중
KOSDAQ,182360,52,0.284,-0.163,-0.116,0.184,상
KOSDAQ,182400,0,,,,,
KOSDAQ,183300,52,-0.403,-0.127,-0.174,-0.152,하
KOSDAQ,183490,36,0.731,0.096,-0.161,-0.167,
KOSDAQ,184230,50,0.008,-0.04,0.026,-0.125,중
KOSDAQ,185490,52,0.021,0.24,-0.167,-0.262,중
KOSDAQ,186230,52,0.533,-0.081,-0.15,-0.063,상
KOSDAQ,187220,52,-0.012,-0.072,-0.107,-0.318,중
KOSDAQ,187270,52,-0.138,0.066,-0.105,-0.027,하
KOSDAQ,187420,52,0.04,0.062,-0.226,-0.086,중
KOSDAQ,187660,52,0.123,-0.278,0.156,0.248,중
KOSDAQ,187790,52,-0.264,0.241,-0.059,-0.041,하
KOSDAQ,187870,52,0.027,0.111,-0.426,0.092,중
KOSDAQ,188040,52,0.158,0.039,0.129,0.021,중
KOSDAQ,188260,52,0.501,-0.37,0.258,-0.184,상
KOSDAQ,189300,52,-0.323,0.019,-0.042,0.168,하
KOSDAQ,189330,52,0.091,0.069,-0.236,-0.044,중
KOSDAQ,189690,52,0.159,-0.148,0.09,0.148,중
KOSDAQ,189860,52,-0.338,-0.03,0.072,0.053,하
KOSDAQ,189980,52,0.104,0.016,0.023,-0.041,중
KOSDAQ,190510,52,-0.259,-0.003,0.062,0.088,하
KOSDAQ,190650,52,-0.231,0.062,0.276,-0.155,하
KOSDAQ,191410,52,-0.407,-0.126,-0.094,0.035,하
KOSDAQ,191420,52,-0.076,0.157,-0.242,0.247,중
KOSDAQ,192250,52,-0.008,0.01,-0.066,-0.167,중
KOSDAQ,192390,52,0.143,0.168,-0.26,0.137,중
KOSDAQ,192410,50,-0.091,-0.048,0.207,-0.206,하
KOSDAQ,192440,52,0.262,0.195,-0.003,0.025,상
KOSDAQ,193250,50,-0.217,0.22,0.035,-0.541,하
KOSDAQ,194480,52,0.13,0.102,0.038,0.046,중
KOSDAQ,194700,52,-0.326,0.178,-0.166,-0.059,하
KOSDAQ,195500,52,-0.098,0.266,0.404,-0.042,하
KOSDAQ,195940,52,0.511,-0.101,-0.334,-0.075,상
KOSDAQ,195990,49,-0.18,0.018,0.115,-0.109,하
KOSDAQ,196170,52,0.325,-0.027,-0.061,-0.454,상
KOSDAQ,196300,52,0.227,-0.036,0.09,0.293,상
KOSDAQ,196450,52,0.135,-0.068,-0.041,-0.004,중
KOSDAQ,196490,0,,,,,
KOSDAQ,196700,52,-0.376,-0.043,0.003,0.136,하
KOSDAQ,197140,52,0.187,-0.033,0.02,-0.002,상
KOSDAQ,198080,52,0.016,0.066,0.003,-0.219,중
KOSDAQ,198440,52,-0.116,-0.024,-0.069,0.024,하
KOSDAQ,198940,50,-0.366,0.002,0.127,-0.366,하
KOSDAQ,199430,52,-0.169,0.262,-0.027,0.304,하
KOSDAQ,199480,52,-0.041,0.456,-0.174,-0.064,중
KOSDAQ,199550,52,0.048,0.173,0.127,-0.156,중
KOSDAQ,199730,52,-0.411,0.014,-0.225,0.059,하
KOSDAQ,199800,52,-0.069,-0.094,-0.102,-0.081,중
KOSDAQ,199820,52,-0.442,0.051,-0.094,-0.005,하
KOSDAQ,200130,52,-0.172,-0.098,-0.244,-0.002,하
KOSDAQ,200230,49,-0.196,-0.008,-0.028,0.266,하
KOSDAQ,200350,52,0.364,0.411,0.118,-0.147,상
KOSDAQ,200470,52,0.317,-0.222,0.252,-0.261,상
KOSDAQ,200670,52,-0.017,-0.062,0.099,-0.182,중
KOSDAQ,200710,52,0.074,0.129,-0.093,0.141,중
KOSDAQ,200780,52,0.355,0.237,0.002,-0.126,상
KOSDAQ,201490,52,-0.327,0.068,-0.057,0.014,하
KOSDAQ,203400,52,-0.135,0.109,-0.252,-0.041,하
KOSDAQ,203450,52,0.363,-0.061,0.129,0.036,상
KOSDAQ,203650,52,0.024,0.113,-0.275,0.165,중
KOSDAQ,203690,2,-1.0,,,,
KOSDAQ,204020,52,-0.464,-0.083,-0.1,0.445,하
KOSDAQ,204270,52,0.198,-0.049,-0.19,0.154,상
KOSDAQ,204610,52,0.041,-0.299,-0.166,-0.011,중
KOSDAQ,204620,52,-0.061,-0.075,0.028,0.054,중
KOSDAQ,204630,2,-1.0,,,,
KOSDAQ,204840,52,0.285,0.044,-0.194,-0.009,상
KOSDAQ,205100,52,0.355,-0.194,-0.09,-0.111,상
KOSDAQ,205470,49,-0.355,0.127,0.209,0.045,하
KOSDAQ,205500,52,0.166,0.082,0.033,-0.05,중
KOSDAQ,206400,52,0.143,-0.148,0.056,-0.133,중
KOSDAQ,206560,52,0.325,0.276,-0.109,-0.126,상
KOSDAQ,206640,52,0.319,0.007,-0.022,-0.09,상
KOSDAQ,206650,52,0.468,-0.02,0.034,-0.062,상
KOSDAQ,207760,52,0.119,0.045,-0.068,-0.09,중
KOSDAQ,208140,52,0.456,0.195,-0.12,-0.003,상
KOSDAQ,208340,3,-0.929,1.0,,,
KOSDAQ,208350,52,0.136,0.113,-0.05,-0.21,중
KOSDAQ,208370,52,-0.307,0.11,-0.116,-0.318,하
KOSDAQ,208640,51,-0.009,-0.002,0.019,0.148,중
KOSDAQ,208710,51,-0.394,-0.026,0.127,0.112,하
KOSDAQ,208860,52,-0.045,0.233,-0.064,-0.088,중
KOSDAQ,209640,52,0.052,-0.191,-0.02,-0.099,중
KOSDAQ,210120,47,-0.049,-0.127,0.276,0.161,중
KOSDAQ,211050,52,-0.137,-0.034,0.165,-0.154,하
KOSDAQ,211270,52,-0.102,0.173,-0.082,-0.084,하
KOSDAQ,212560,52,0.141,0.004,0.075,-0.012,중
KOSDAQ,212710,52,0.611,0.164,-0.119,-0.099,상
KOSDAQ,213420,52,-0.122,-0.153,-0.11,-0.081,하
KOSDAQ,214150,52,0.181,-0.038,0.141,-0.074,중
KOSDAQ,214180,52,-0.332,-0.009,-0.298,-0.05,하
KOSDAQ,214260,52,0.202,-0.015,-0.018,0.05,상
KOSDAQ,214270,52,-0.282,0.136,0.028,0.239,하
KOSDAQ,214370,52,0.01,0.052,-0.094,-0.08,중
KOSDAQ,214430,52,-0.459,-0.013,-0.182,0.133,하
KOSDAQ,214450,52,0.037,0.208,0.039,0.238,중
KOSDAQ,214610,36,0.119,0.001,0.016,-0.217,
KOSDAQ,214680,52,0.489,-0.131,0.025,0.078,상
KOSDAQ,215000,52,0.23,-0.181,-0.215,-0.181,상
KOSDAQ,215090,50,-0.073,0.211,0.044,0.29,중
KOSDAQ,215100,52,0.182,-0.083,-0.016,-0.179,중
KOSDAQ,215200,52,-0.091,0.084,-0.007,-0.188,하
KOSDAQ,215360,52,0.433,0.255,-0.172,0.045,상
KOSDAQ,215380,52,-0.337,-0.055,0.315,-0.01,하
KOSDAQ,215480,52,-0.043,-0.164,0.141,-0.308,중
KOSDAQ,215600,52,0.495,0.059,-0.055,0.0,상
KOSDAQ,215790,52,-0.517,-0.137,-0.473,-0.385,하
KOSDAQ,216050,52,0.606,0.043,-0.101,-0.038,상
KOSDAQ,216080,52,0.346,0.189,0.025,-0.07,상
KOSDAQ,217190,52,0.509,0.011,-0.265,-0.123,상
KOSDAQ,217270,52,0.077,0.278,-0.026,-0.13,중
KOSDAQ,217330,52,-0.215,-0.078,0.128,-0.082,하
KOSDAQ,217480,0,,,,,
KOSDAQ,217500,52,-0.446,-0.282,-0.15,0.156,하
KOSDAQ,217620,2,-1.0,,,,
KOSDAQ,217730,52,0.219,0.2,0.005,0.183,상
KOSDAQ,217820,52,0.44,-0.03,-0.25,0.085,상
KOSDAQ,218150,52,-0.164,0.072,0.249,-0.159,하
KOSDAQ,218410,52,-0.113,-0.004,0.025,0.043,하
KOSDAQ,219130,52,-0.171,0.073,0.048,-0.015,하
KOSDAQ,219420,52,0.171,-0.134,0.075,0.002,중
KOSDAQ,219550,48,0.012,0.003,-0.128,-0.047,중
KOSDAQ,219750,50,0.179,0.173,-0.039,0.087,중
KOSDAQ,220100,52,0.3,0.104,0.108,-0.047,상
KOSDAQ,220180,52,0.145,0.202,-0.252,-0.043,중
KOSDAQ,220260,52,-0.335,0.098,-0.231,0.093,하
KOSDAQ,221800,52,-0.364,0.11,-0.024,-0.242,하
KOSDAQ,221840,52,0.273,0.041,0.121,-0.142,상
KOSDAQ,221980,52,-0.138,-0.065,0.071,-0.039,하
KOSDAQ,222040,52,0.005,-0.054,-0.292,-0.067,중
KOSDAQ,222080,52,-0.059,-0.088,-0.252,-0.067,중
KOSDAQ,222110,52,0.312,-0.238,0.1,-0.062,상
KOSDAQ,222160,3,0.556,-1.0,,,
KOSDAQ,222420,52,-0.414,0.048,0.001,-0.107,하
KOSDAQ,222800,52,0.379,0.07,0.127,0.103,상
KOSDAQ,222810,2,1.0,,,,
KOSDAQ,222980,52,0.045,-0.14,-0.107,0.098,중
KOSDAQ,223250,52,-0.174,0.025,-0.159,-0.02,하
KOSDAQ,223310,49,-0.03,-0.043,-0.064,0.104,중
KOSDAQ,224060,52,-0.092,-0.075,-0.025,0.089,하
KOSDAQ,224110,52,0.279,0.049,0.008,0.096,상
KOSDAQ,225190,52,0.066,0.051,0.031,-0.314,중
KOSDAQ,225220,52,-0.065,0.349,0.025,0.132,중
KOSDAQ,225430,48,-0.285,0.14,-0.169,-0.136,하
KOSDAQ,225530,52,0.568,-0.1,-0.108,0.067,상
KOSDAQ,225570,52,0.501,-0.08,-0.087,0.051,상
KOSDAQ,225590,50,-0.006,-0.129,0.055,-0.086,중
KOSDAQ,226330,52,-0.036,-0.143,0.092,0.136,중
KOSDAQ,226340,49,0.006,-0.082,-0.185,-0.159,중
KOSDAQ,226360,2,1.0,,,,
KOSDAQ,226400,52,0.112,-0.408,-0.234,-0.034,중
KOSDAQ,226590,52,0.235,-0.093,-0.013,-0.196,상
KOSDAQ,226950,52,0.627,0.02,-0.014,-0.116,상
KOSDAQ,227100,1,,,,,
KOSDAQ,227610,49,-0.161,0.164,0.072,0.295,하
KOSDAQ,227950,49,-0.225,0.13,-0.255,-0.06,하
KOSDAQ,228340,52,-0.121,-0.172,-0.345,0.197,하
KOSDAQ,228670,52,0.074,-0.018,-0.151,0.136,중
KOSDAQ,228760,52,-0.192,-0.01,-0.103,-0.124,하
KOSDAQ,228850,52,-0.1,-0.096,0.099,-0.169,하
